YEAR,CASENUM,WEIGHT,A_CRAINJ,A_INTER,A_RELRD,A_INTSEC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_HR,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24
2018,201800862835,33.477600049,4,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800862857,160.87698705,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800862867,28.454637364,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2018,201800862887,69.04898264,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800862928,171.74742404,2,2,1,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800863037,129.42036016,3,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863039,152.54076963,2,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863057,146.08973363,3,2,1,2,3,5,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863081,171.46208845,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863159,238.97825391,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863161,170.65463048,3,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863170,27.534924164,2,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863171,170.65463048,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2018,201800863200,238.97825391,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863213,27.763795792,2,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800863222,27.534924164,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863238,159.34962839,2,1,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863245,238.97825391,3,2,1,2,3,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,1,1,1
2018,201800863251,170.65463048,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863253,15.009055525,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863277,68.386567727,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863284,238.97825391,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863298,170.65463048,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863313,27.534924164,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863321,170.65463048,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800863325,238.97825391,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863348,170.65463048,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2018,201800863350,68.386567727,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2018,201800863358,238.97825391,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863383,132.18500857,2,1,3,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863389,170.65463048,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800863392,68.386567727,2,2,1,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863406,238.97825391,3,2,1,2,3,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863413,170.65463048,3,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800863426,68.386567727,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863432,238.97825391,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863447,159.45162566,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863449,235.19710592,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1
2018,201800863454,27.29736064,2,1,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1
2018,201800863460,132.15328947,3,1,1,2,2,5,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2
2018,201800863462,235.19710592,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863464,159.45162566,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863466,168.60175049,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863479,67.781648576,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800863492,168.60175049,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800863495,36.670999231,4,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800863499,235.19710592,3,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863503,235.19710592,3,2,1,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800863515,27.29736064,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863520,168.60175049,3,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2018,201800863528,235.19710592,3,1,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863529,168.60175049,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863530,132.15328947,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863531,67.781648576,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863543,159.45162566,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863544,67.781648576,2,2,1,2,3,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863546,28.249912006,2,2,1,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1
2018,201800863559,168.60175049,3,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863566,168.60175049,3,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800863569,235.19710592,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863570,27.29736064,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863572,27.29736064,2,1,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863581,235.19710592,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863587,168.60175049,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863591,67.781648576,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863598,132.15328947,3,2,1,1,1,5,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863600,168.60175049,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863608,27.29736064,2,2,1,1,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863619,64.465727204,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863629,228.30897338,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863633,160.11086404,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800863634,64.465727204,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2018,201800863642,31.388232717,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800863644,165.54169224,2,2,1,1,1,4,1,1,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2018,201800863647,70.557794145,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800863649,13.825776485,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863707,42.962725604,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2018,201800863719,131.99382757,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800863748,160.18553562,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800863771,239.90528838,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2018,201800863788,171.09035147,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800863821,171.09035147,3,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800863835,28.058709005,2,2,4,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800863838,64.871147769,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800863960,241.36784566,2,2,1,1,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800863971,34.772086692,2,2,1,2,2,5,1,1,3,2,2,1,2,2,2,2,1,1,1,1,2,2,1
2018,201800864016,190.69810154,3,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1
2018,201800864035,153.14066649,2,2,4,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800864036,231.86050844,3,1,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800864041,174.9518357,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864051,30.121471331,2,2,1,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2018,201800864059,245.41897971,3,2,4,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864065,31.688442341,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800864075,29.937745159,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800864079,155.37669465,2,2,4,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1
2018,201800864085,27.035746645,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800864102,239.78068422,3,2,1,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864117,31.388232717,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800864165,170.35107957,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864180,174.9518357,3,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864181,238.54654396,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864194,171.54669828,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864205,165.93629339,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864211,175.91563784,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864220,66.290505971,2,2,1,1,1,2,1,1,3,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2018,201800864224,170.64936251,3,2,1,1,1,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864227,29.25150952,2,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800864231,170.54240673,3,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864236,238.54654396,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800864303,12.81871229,2,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864304,170.35107956,3,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864311,164.31740138,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864313,230.58535581,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864322,165.93629339,3,2,1,1,1,2,1,1,3,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2018,201800864328,163.08517075,2,2,1,2,2,5,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2018,201800864333,159.51929539,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864388,70.557794145,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864390,228.90184812,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864397,129.61957257,3,2,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864405,164.65448212,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864407,65.502574942,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864408,36.529100025,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800864409,26.851705189,2,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800864501,248.45683756,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864502,31.388232717,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800864509,68.140224518,2,2,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864531,31.688442341,2,2,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800864532,170.9125413,3,2,4,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864550,134.15491061,3,2,1,2,3,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864562,29.856290986,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800864564,239.80618486,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864567,67.857868846,2,2,1,1,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864602,164.87585812,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864611,171.54669828,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864618,174.9518357,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864620,70.997046952,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864674,28.533752049,2,1,1,2,2,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800864680,239.51086568,3,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864739,30.857202246,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800864750,135.7810901,3,2,1,1,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864753,27.571086465,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800864767,170.35107956,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1
2018,201800864770,239.78068422,3,2,4,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864779,69.253329583,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864786,245.41897971,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864792,239.51086568,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800864804,29.25150952,2,2,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800864831,34.772086693,2,2,1,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1
2018,201800864836,37.181173577,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800864840,212.29042018,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864845,82.623030995,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2018,201800864847,16.071732221,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800864859,257.70432565,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800864876,193.3845999,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2018,201800864884,151.26556504,3,2,1,2,3,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800864922,33.435894043,2,1,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800864969,211.5103965,3,2,1,2,2,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865055,169.13082805,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865064,238.02649894,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800865083,27.698722945,2,2,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865091,157.93849096,2,1,3,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865124,136.173643,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865128,30.104847399,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1
2018,201800865137,238.02649894,3,2,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865170,27.698722945,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865176,169.13082805,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2018,201800865191,239.90528838,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865252,171.09035147,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2018,201800865292,153.14066649,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865297,224.24811636,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800865298,586.07247665,3,2,2,2,3,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800865371,171.74742403,3,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800865387,30.426502206,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2018,201800865391,190.69810154,3,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800865418,30.401689624,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800865432,26.935279904,2,2,4,2,3,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2018,201800865433,65.856503061,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800865553,187.19330781,3,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800865600,68.193798441,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865657,238.02649894,3,1,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2018,201800865682,27.698722945,2,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2018,201800865697,164.89080582,3,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865716,70.997046952,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800865723,175.91563784,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865726,157.30090507,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865732,14.42743885,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865749,238.54654396,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865764,174.9518357,3,2,1,2,2,6,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800865786,31.61647055,4,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800865792,70.557794145,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865804,31.688442341,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800865814,171.54669828,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865819,29.355432268,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865861,160.22431181,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800865872,175.91563784,3,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800865885,70.557794146,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800865902,230.58535581,3,2,1,1,1,5,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2018,201800865912,174.9518357,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800865921,166.35565385,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1
2018,201800865931,134.17014196,3,2,4,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800865933,159.66737584,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800865940,68.228832409,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800865948,233.97721032,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1
2018,201800865955,155.17164895,2,2,4,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2018,201800865958,138.25437328,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865959,157.55977235,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800865962,129.61957257,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865965,164.65448212,3,2,4,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800865970,228.90184812,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800865973,160.29268545,2,2,4,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865978,73.468096151,3,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800865982,256.8505912,3,2,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865985,29.709605606,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1
2018,201800865986,65.502574942,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800865993,157.55977235,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800866008,37.156736702,2,2,1,2,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800866020,228.90184812,3,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2018,201800866034,36.825627054,2,2,1,2,2,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800866037,70.957341114,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2018,201800866044,164.65448212,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800866058,131.69951628,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800866067,181.92256152,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800866068,164.65448212,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800866069,172.32592298,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800866080,181.92256152,3,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
2018,201800866081,170.54240673,3,1,1,2,3,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800866089,129.61957257,3,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800866092,228.90184812,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800866093,32.443859191,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800866100,14.522069847,2,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
