CASENUM,SURVIVED,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERMVIT,PERNOTMVIT,NUM_INJ,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,HARM_EV,ALCOHOL,MAX_SEV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,INT_HWY,CF1,CF2,CF3,WKDY_IM,HOUR_IM,MINUTE_IM,EVENT1_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,PSUSTRAT,WEIGHT
2.02E+11,1.00E+00,2,47,2136,47,2,10,1,1,0,0,1,0,0,1,2018,6,12,40,34,2,0,0,0,3,2,0,4,1,4,0,4,0,0,0,0,0,6,12,40,34,0,0,3,1,4,0,0,2,9,235.031383
2.02E+11,1.00E+00,2,47,2136,47,2,8,2,2,0,0,4,0,1,1,2018,6,14,30,12,2,1,1,0,3,3,0,1,1,4,0,4,0,0,0,0,0,6,14,30,12,1,0,3,1,4,1,1,2,9,159.806671
2.02E+11,1.00E+00,2,47,2136,47,2,5,1,1,0,0,1,0,1,1,2018,6,16,57,34,1,4,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,6,16,57,34,0,0,1,1,1,4,1,1,9,77.3619025
2.02E+11,1.00E+00,3,17,1041,17,1,4,2,2,0,0,2,0,1,1,2018,5,11,0,12,2,3,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,5,11,0,12,1,0,1,1,10,3,1,2,15,13.93719885
2.02E+11,1.00E+00,2,47,1838,47,2,7,1,1,0,0,2,0,1,2,2018,2,10,37,38,2,1,0,0,1,1,0,4,1,10,0,10,0,0,0,0,0,2,10,37,38,0,0,1,1,10,1,1,2,9,133.2060963
2.02E+11,1.00E+00,3,51,1098,51,1,6,2,2,0,0,3,0,2,1,2018,1,15,50,12,2,1,6,8,2,2,0,1,1,1,0,1,0,0,0,0,0,1,15,50,12,6,1,2,1,1,1,2,2,10,67.85786884
2.02E+11,1.00E+00,3,51,1098,51,1,2,1,1,0,1,1,1,1,1,2018,1,19,0,8,1,3,0,8,2,2,0,1,5,1,0,1,0,0,0,0,0,1,19,0,8,0,0,2,5,1,3,1,1,10,29.85629098
2.02E+11,1.00E+00,3,51,1098,51,1,10,2,1,1,0,1,0,99,1,2018,3,99,99,14,9,9,0,0,1,1,0,7,1,1,0,1,0,0,0,0,0,3,15,35,14,0,0,1,1,1,0,0,2,10,239.8061849
2.02E+11,1.00E+00,3,51,1098,51,1,9,2,2,0,0,2,0,0,1,2018,3,16,14,12,2,0,6,8,2,2,0,1,1,1,0,1,0,0,0,0,0,3,16,14,12,6,0,2,1,1,0,0,2,10,170.9125413
2.02E+11,1.00E+00,3,51,1098,51,1,8,2,2,0,0,3,0,2,1,2018,1,23,50,12,2,1,6,8,2,2,0,1,3,2,0,2,0,0,0,0,0,1,23,50,12,6,0,2,3,2,1,2,2,10,161.7415075
2.02E+11,1.00E+00,3,51,1078,51,1,6,2,2,0,0,4,0,1,2,2018,4,11,40,12,2,1,6,8,2,2,0,1,1,10,0,10,0,0,0,0,0,4,11,40,12,6,0,2,1,10,1,1,2,10,67.85786884
2.02E+11,1.00E+00,2,47,1838,47,2,6,2,2,0,0,2,0,2,2,2018,2,14,27,12,2,1,6,0,4,1,0,1,1,10,0,10,0,0,0,0,0,2,14,27,12,6,0,4,1,10,1,2,2,9,66.39871232
2.02E+11,1.00E+00,3,38,573,38,1,6,2,2,0,0,2,0,1,2,2018,4,8,56,12,2,1,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,4,8,56,12,1,0,1,1,10,1,1,2,14,68.14022452
2.02E+11,1.00E+00,2,47,1838,47,2,10,1,1,0,0,1,0,0,2,2018,4,8,58,25,2,0,0,0,1,1,0,4,1,4,0,4,0,0,0,0,0,4,8,58,25,0,0,1,1,4,0,0,2,9,235.0313831
2.02E+11,1.00E+00,3,17,1040,17,1,10,2,2,0,0,2,0,0,1,2018,4,18,21,12,9,0,7,0,2,98,0,1,3,1,0,1,0,0,0,0,0,4,18,21,12,7,0,2,3,1,0,0,2,15,238.546544
2.02E+11,1.00E+00,4,24,170,24,2,9,2,2,0,0,3,0,0,1,2018,1,14,43,12,2,0,6,0,4,1,0,1,1,1,0,1,0,0,0,0,0,1,14,43,12,6,0,4,1,1,0,0,2,24,159.5192954
2.02E+11,1.00E+00,4,24,170,24,2,6,2,2,0,0,4,0,3,1,2018,3,10,59,12,2,2,2,0,2,2,0,1,1,1,0,1,0,0,0,0,0,3,10,59,12,2,0,2,1,1,2,3,2,24,66.27464315
2.02E+11,1.00E+00,4,24,170,24,2,5,2,2,0,0,3,0,1,1,2018,2,19,47,12,2,3,6,0,2,3,0,1,3,1,0,1,0,0,0,0,0,2,19,47,12,6,0,2,3,1,3,1,2,24,27.04102016
2.02E+11,1.00E+00,4,24,170,24,2,8,2,2,0,0,4,0,1,1,2018,4,17,27,12,2,1,6,0,3,2,0,1,1,1,0,1,0,0,0,0,0,4,17,27,12,6,0,3,1,1,1,1,2,24,152.774335
2.02E+11,1.00E+00,4,49,261,49,1,10,2,2,0,0,2,0,0,2,2018,3,11,23,12,2,0,6,8,8,1,0,1,1,1,0,1,0,0,0,0,0,3,11,23,12,6,0,8,1,1,0,0,2,21,287.4625676
2.02E+11,1.00E+00,4,49,261,49,1,6,1,1,0,0,1,0,1,2,2018,5,10,5,31,2,1,0,8,8,1,0,4,1,1,0,1,0,0,0,0,0,5,10,5,31,0,0,8,1,1,1,1,2,21,83.84834563
2.02E+11,1.00E+00,4,49,262,49,1,2,1,1,0,1,1,1,1,2,2018,5,18,8,8,2,3,0,0,1,1,0,1,3,1,0,1,0,0,0,0,0,5,18,8,8,0,0,1,3,1,3,1,2,21,37.40243427
2.02E+11,1.00E+00,4,49,262,49,1,7,2,2,0,0,2,0,0,2,2018,6,16,35,12,2,0,7,0,1,1,0,1,1,1,0,1,0,1,0,0,0,6,16,35,12,7,0,1,1,1,0,0,2,21,169.6634056
2.02E+11,1.00E+00,4,49,4015,49,1,7,3,3,0,0,3,0,0,2,2018,6,18,36,12,2,0,7,0,1,1,0,1,3,1,0,1,0,0,0,0,0,6,18,36,12,7,0,1,3,1,0,0,2,21,169.6634056
2.02E+11,1.00E+00,4,49,4015,49,1,9,2,2,0,0,2,0,0,2,2018,6,15,20,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,28,0,0,6,15,20,12,1,0,1,1,1,0,0,2,21,211.5103965
2.02E+11,1.00E+00,4,68,295,68,1,10,1,1,0,0,1,0,0,2,2018,7,99,99,30,9,0,0,0,1,1,0,4,2,1,0,1,0,0,0,0,0,7,4,33,30,0,0,1,2,1,0,0,2,23,270.0868272
2.02E+11,1.00E+00,4,56,208,208,1,9,3,3,0,0,3,0,0,2,2018,4,8,50,12,9,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,4,8,50,12,1,0,1,1,1,0,0,2,20,187.1933079
2.02E+11,1.00E+00,4,56,210,210,1,3,1,1,0,0,1,0,1,2,2018,3,10,15,1,2,2,0,8,20,1,0,1,1,1,0,1,0,1,0,0,0,3,10,15,1,0,1,20,1,1,2,1,2,20,30.93527989
2.02E+11,1.00E+00,4,56,214,214,1,8,1,1,0,0,5,0,2,2,2018,7,20,30,59,2,1,0,8,5,1,0,4,2,1,0,1,0,1,0,0,0,7,20,30,59,0,1,5,2,1,1,2,2,20,178.4020869
2.02E+11,1.00E+00,4,56,189,189,1,3,1,1,0,0,1,0,1,2,2018,6,16,10,24,2,3,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,6,16,10,24,0,0,1,1,1,3,1,2,20,30.93527989
2.02E+11,1.00E+00,3,33,1472,33,1,9,3,3,0,0,3,0,0,1,2018,5,16,19,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,16,19,12,1,0,1,1,1,0,0,2,11,170.3510796
2.02E+11,1.00E+00,2,67,1919,67,1,9,2,2,0,0,2,0,0,1,2018,3,12,25,12,2,0,7,0,1,1,4,1,1,1,0,1,0,1,0,0,0,3,12,25,12,7,0,1,1,1,0,0,2,8,166.3556539
2.02E+11,1.00E+00,3,83,2810,83,1,8,1,1,0,0,1,0,1,1,2018,5,11,40,52,2,1,0,0,1,1,0,4,1,2,0,2,0,1,0,0,0,5,11,40,52,0,0,1,1,2,1,1,2,13,163.0851708
2.02E+11,1.00E+00,3,33,1484,33,1,8,2,2,0,0,3,0,2,1,2018,6,7,33,12,2,2,6,8,2,3,0,1,1,1,0,1,0,0,0,0,0,6,7,33,12,6,0,2,1,1,2,2,2,11,159.6673759
2.02E+11,1.00E+00,3,83,2810,83,1,9,2,2,0,0,2,0,0,1,2018,5,16,25,12,2,0,7,0,3,3,0,1,1,2,0,2,0,0,0,0,0,5,16,25,12,7,0,3,1,2,0,0,2,13,170.5424067
2.02E+11,1.00E+00,3,83,2810,83,1,10,2,2,0,0,2,0,0,1,2018,5,16,32,12,2,0,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,5,16,32,12,6,0,2,1,1,0,0,2,13,239.7806842
2.02E+11,1.00E+00,3,17,1053,17,1,9,2,2,0,0,3,0,0,1,2018,7,18,27,12,2,0,1,0,3,98,0,1,3,1,0,1,0,0,0,0,0,7,18,27,12,1,0,3,3,1,0,0,2,15,171.5466983
2.02E+11,1.00E+00,3,65,2851,65,1,9,2,2,0,0,2,0,0,2,2018,6,5,40,12,2,0,1,0,1,1,0,1,3,1,0,1,0,0,0,0,0,6,5,40,12,1,0,1,3,1,0,0,2,13,167.7678594
2.02E+11,1.00E+00,3,65,2851,65,1,5,2,2,0,0,3,0,1,2,2018,6,6,27,12,2,3,7,0,1,1,0,1,4,1,0,1,0,1,0,0,0,6,6,27,12,7,0,1,4,1,3,1,2,13,27.33940402
2.02E+11,1.00E+00,3,38,573,38,1,8,2,2,0,0,2,0,1,2,2018,3,14,22,12,2,1,6,8,8,1,0,1,1,1,0,1,0,0,0,0,0,3,14,22,12,6,0,8,1,1,1,1,2,14,159.5485496
2.02E+11,1.00E+00,2,25,2087,25,1,10,1,1,0,0,1,0,0,1,2018,6,10,45,59,2,0,0,0,3,2,0,4,1,1,0,1,0,0,0,0,0,6,10,45,59,0,0,3,1,1,0,0,2,8,233.2764015
2.02E+11,1.00E+00,2,25,2087,25,1,8,2,2,0,0,4,0,1,1,2018,6,15,23,12,2,1,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,6,15,23,12,6,0,2,1,1,1,1,2,8,156.6473085
2.02E+11,1.00E+00,3,62,542,62,2,10,3,3,0,0,3,0,0,2,2018,6,14,44,12,2,0,7,0,1,1,0,1,1,2,0,2,0,0,0,0,0,6,14,44,12,7,0,1,1,2,0,0,2,18,233.2197688
2.02E+11,1.00E+00,3,65,2851,65,1,8,1,1,0,0,1,0,1,2,2018,7,12,30,40,2,2,0,0,3,2,0,4,1,10,0,10,0,0,0,0,0,7,12,30,40,0,0,3,1,10,2,1,2,13,159.3853443
2.02E+11,1.00E+00,3,33,1484,33,1,6,3,3,0,0,3,0,2,1,2018,6,15,20,12,2,2,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,6,15,20,12,6,0,8,1,1,2,2,2,11,68.22883242
2.02E+11,1.00E+00,3,38,573,38,1,9,2,2,0,0,2,0,0,2,2018,2,13,37,12,2,0,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,2,13,37,12,1,0,1,1,10,0,0,2,14,170.6493625
2.02E+11,1.00E+00,2,25,2087,25,1,7,2,2,0,0,2,0,1,1,2018,1,10,51,12,2,1,7,0,3,2,0,1,1,1,0,1,0,0,0,0,0,1,10,51,12,7,0,3,1,1,1,1,2,8,132.193686
2.02E+11,1.00E+00,2,67,1919,67,1,4,2,2,0,0,2,0,1,1,2018,4,5,28,12,2,3,1,8,3,2,0,1,3,1,0,1,0,0,0,0,0,4,5,28,12,1,0,3,3,1,3,1,2,8,13.43301608
2.02E+11,1.00E+00,3,33,1484,33,1,9,2,2,0,0,2,0,0,1,2018,6,19,50,12,9,0,7,0,1,1,0,1,2,1,0,1,0,1,0,0,0,6,19,50,12,7,0,1,2,1,1,1,2,11,170.3510796
2.02E+11,1.00E+00,3,33,1482,33,1,5,1,1,0,0,1,0,1,1,2018,6,20,55,30,1,4,0,1,5,1,0,4,3,1,0,1,0,0,0,0,0,6,20,55,30,0,1,5,3,1,4,1,1,11,28.5676974
2.02E+11,1.00E+00,3,62,565,62,2,10,1,1,0,0,1,0,0,2,2018,1,23,30,18,2,0,0,0,1,1,0,1,2,2,0,2,0,0,0,0,0,1,23,30,18,0,0,1,2,2,0,0,2,18,233.2197687
2.02E+11,1.00E+00,4,41,165,41,1,9,2,2,0,0,2,0,0,1,2018,3,7,9,12,2,0,6,8,8,1,0,1,1,1,0,1,0,0,0,0,0,3,7,9,12,6,0,8,1,1,0,0,2,22,181.9225614
2.02E+11,1.00E+00,3,33,1484,33,1,10,2,2,0,0,2,0,0,1,2018,6,23,17,12,9,0,7,0,1,1,0,1,3,1,0,1,0,1,0,0,0,6,23,17,12,7,0,1,3,1,0,0,2,11,239.5108657
2.02E+11,1.00E+00,4,41,165,41,1,5,2,2,0,0,3,0,3,1,2018,2,20,41,12,1,3,6,8,2,2,0,1,3,1,0,1,0,0,0,0,0,2,20,41,12,6,0,2,3,1,3,3,1,22,29.01894099
2.02E+11,1.00E+00,4,41,161,41,1,10,2,2,0,0,2,0,0,1,2018,3,13,21,12,2,0,1,8,3,2,0,1,1,1,0,1,0,0,0,0,0,3,13,21,12,1,0,3,1,1,0,0,2,22,257.7043256
2.02E+11,1.00E+00,4,41,161,41,1,9,2,2,0,0,2,0,0,2,2018,6,9,3,12,2,0,1,8,98,99,0,1,1,1,0,1,0,0,0,0,0,6,9,3,12,1,0,3,1,1,0,0,2,22,181.9225615
2.02E+11,1.00E+00,3,17,1053,17,1,7,2,2,0,0,7,0,0,1,2018,1,1,47,12,2,0,6,0,2,98,0,1,3,1,0,1,0,0,0,0,0,1,1,47,12,6,0,2,3,1,0,0,2,15,135.7810901
2.02E+11,1.00E+00,3,83,2810,83,1,9,2,2,0,0,5,0,0,1,2018,6,12,45,12,9,0,1,0,1,1,0,1,1,4,0,4,0,0,0,0,0,6,12,45,12,1,0,1,1,4,1,1,2,13,170.5424067
2.02E+11,1.00E+00,4,41,162,41,1,10,2,2,0,0,2,0,0,1,2018,5,15,49,12,9,0,7,1,18,1,0,1,1,1,0,1,0,0,20,0,0,5,15,49,12,7,1,18,1,1,0,0,2,22,257.7043255
2.02E+11,1.00E+00,3,62,565,62,2,5,2,2,0,0,2,0,1,2,2018,7,10,18,12,2,3,6,8,2,2,0,1,1,2,0,2,0,0,0,0,0,7,10,18,12,6,0,2,1,2,3,1,2,18,27.35125562
2.02E+11,1.00E+00,4,41,159,41,1,4,3,1,2,0,1,1,2,1,2018,6,9,48,45,2,3,0,8,98,1,1,5,1,1,0,1,0,0,0,0,0,6,9,48,45,0,0,1,1,1,3,2,2,22,14.52206984
2.02E+11,1.00E+00,3,83,2810,83,1,10,2,2,0,0,2,0,0,1,2018,6,14,17,12,2,0,1,0,1,1,0,1,1,3,0,3,0,0,0,0,0,6,14,17,12,1,0,1,1,3,0,0,2,13,239.7806842
2.02E+11,1.00E+00,4,41,163,41,1,6,3,3,0,0,3,0,1,1,2018,6,6,56,12,2,1,1,8,3,3,0,1,1,1,0,1,0,0,0,0,0,6,6,56,12,1,0,3,1,1,1,1,2,22,72.54516697
2.02E+11,1.00E+00,3,65,2851,65,1,6,2,2,0,0,2,0,1,2,2018,3,17,16,12,2,1,7,0,1,1,0,1,1,10,0,10,0,0,0,0,0,3,17,16,12,7,0,1,1,10,1,1,2,13,68.24286331
2.02E+11,1.00E+00,4,41,163,41,1,2,1,1,0,1,1,1,1,1,2018,4,17,10,9,2,2,0,8,4,1,0,1,1,1,0,1,0,0,0,0,0,4,17,10,9,0,0,4,1,1,2,1,2,22,32.44385918
2.02E+11,1.00E+00,4,41,163,41,1,9,2,2,0,0,2,0,0,1,2018,3,17,6,12,2,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,17,6,12,7,0,1,1,1,0,0,2,22,181.9225615
2.02E+11,1.00E+00,4,41,163,41,1,6,2,2,0,0,2,0,2,1,2018,3,17,37,12,2,2,6,8,2,3,0,1,5,1,0,1,0,0,0,0,0,3,17,37,12,6,0,2,5,1,2,2,2,22,72.54516697
2.02E+11,1.00E+00,3,65,2851,65,1,10,1,1,0,0,1,0,0,2,2018,3,22,11,1,2,0,0,0,1,1,0,4,2,1,0,1,0,0,0,0,0,3,22,11,1,0,0,1,2,1,0,0,2,13,232.6913404
2.02E+11,1.00E+00,4,41,163,41,1,10,2,2,0,0,2,0,0,1,2018,3,8,51,12,2,0,6,8,2,2,0,1,1,10,0,10,0,0,0,0,0,3,8,51,12,6,1,2,1,10,0,0,2,22,257.7043255
2.02E+11,1.00E+00,4,41,163,41,1,9,2,2,0,0,3,0,0,1,2018,3,17,40,12,2,0,1,1,3,98,0,1,1,1,0,1,0,0,0,0,0,3,17,40,12,1,1,3,1,1,0,0,2,22,181.9225615
2.02E+11,1.00E+00,4,41,159,41,1,9,2,2,0,0,2,0,0,1,2018,4,5,56,12,2,0,6,8,2,2,0,1,3,1,0,1,0,0,0,0,0,4,5,56,12,6,0,2,3,1,0,0,2,22,181.9225615
2.02E+11,1.00E+00,4,41,159,41,1,6,4,4,0,0,5,0,5,1,2018,3,8,58,12,2,1,1,8,98,1,0,1,1,1,0,1,0,0,0,0,0,3,8,58,12,1,0,1,1,1,1,5,2,22,72.54516698
2.02E+11,1.00E+00,3,33,1472,33,1,3,2,2,0,0,3,0,1,1,2018,7,15,22,91,2,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,7,15,22,91,0,0,1,1,1,1,1,2,11,28.26159239
2.02E+11,1.00E+00,3,38,573,38,1,10,2,2,0,0,2,0,0,2,2018,5,6,19,12,2,0,6,8,2,3,0,1,1,10,0,10,0,0,0,0,0,5,6,19,12,6,0,2,1,10,0,0,2,14,239.7134985
2.02E+11,1.00E+00,4,10,329,10,1,2,1,1,0,1,1,1,1,2,2018,3,7,52,15,2,1,0,0,1,1,0,1,4,1,0,1,0,0,0,0,0,3,7,52,15,0,0,1,4,1,1,1,2,21,37.18117358
2.02E+11,1.00E+00,3,62,618,62,2,5,2,2,0,0,2,0,1,2,2018,1,9,56,12,1,3,1,0,1,1,0,1,1,10,0,10,0,1,0,0,0,1,9,56,12,1,0,1,1,10,3,1,1,18,27.35125563
2.02E+11,1.00E+00,4,41,159,41,1,10,2,2,0,0,2,0,0,1,2018,1,14,45,12,2,0,1,8,8,1,0,1,1,1,0,1,0,0,0,0,0,1,14,45,12,1,0,8,1,1,0,0,2,22,257.7043256
2.02E+11,1.00E+00,3,62,618,62,2,3,2,2,0,0,2,0,1,2,2018,2,12,56,12,2,3,6,0,8,1,0,1,1,10,0,10,0,0,0,0,0,2,12,56,12,6,0,8,1,10,3,1,2,18,27.1541907
2.02E+11,1.00E+00,3,62,618,62,2,9,2,2,0,0,2,0,0,2,2018,2,14,45,12,2,0,7,0,1,1,0,1,1,10,0,10,0,0,0,0,0,2,14,45,12,7,0,1,1,10,0,0,2,18,168.3928505
2.02E+11,1.00E+00,2,25,2087,25,1,9,2,2,0,0,3,0,0,1,2018,6,17,53,12,1,0,1,0,1,1,0,1,3,1,0,1,0,0,0,0,0,6,17,53,12,1,0,1,3,1,0,0,1,8,166.8760737
2.02E+11,1.00E+00,3,33,1482,33,1,9,1,1,0,0,1,0,0,1,2018,7,19,19,11,2,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,7,19,19,11,0,0,1,2,1,0,0,2,11,170.3510796
2.02E+11,1.00E+00,2,25,2087,25,1,10,1,1,0,0,1,0,0,1,2018,1,10,30,34,2,0,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,1,10,30,34,0,0,1,1,1,0,0,2,8,233.2764015
2.02E+11,1.00E+00,3,62,618,62,2,8,1,1,0,0,1,0,1,2,2018,5,10,40,35,2,2,0,0,1,1,0,4,1,10,0,10,0,0,0,0,0,5,10,40,35,0,0,1,1,10,2,1,2,18,157.2876567
2.02E+11,1.00E+00,3,51,1098,51,1,2,1,1,0,1,1,1,1,2,2018,5,9,14,8,2,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,9,14,8,0,0,1,1,1,1,1,2,10,29.85629098
2.02E+11,1.00E+00,3,51,1098,51,1,7,2,2,0,0,2,0,0,2,2018,5,11,20,33,2,0,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,5,11,20,33,0,0,1,1,1,0,0,2,10,134.1549106
2.02E+11,1.00E+00,3,51,1098,51,1,3,2,2,0,0,2,0,2,2,2018,3,19,0,12,2,1,1,0,1,1,0,1,3,1,0,1,0,1,0,0,0,3,19,0,12,1,0,1,3,1,1,2,2,10,28.40034158
2.02E+11,1.00E+00,3,51,1098,51,1,6,2,2,0,0,2,0,2,2,2018,4,6,30,12,2,2,6,8,2,2,0,1,4,1,0,1,0,0,0,0,0,4,6,30,12,6,0,2,4,1,2,2,2,10,67.85786884
2.02E+11,1.00E+00,3,51,1078,51,1,9,2,2,0,0,2,0,0,2,2018,4,23,50,12,2,0,7,0,7,1,0,1,3,1,0,1,0,0,0,0,0,4,23,50,12,7,0,7,3,1,0,0,2,10,170.9125413
2.02E+11,1.00E+00,4,49,260,49,1,3,2,2,0,0,2,0,1,2,2018,7,19,8,12,2,1,1,8,3,3,0,1,1,1,0,1,0,0,0,0,0,7,19,8,12,1,0,3,1,1,1,1,2,21,33.43589404
2.02E+11,1.00E+00,3,38,573,38,1,9,1,1,0,0,1,0,0,2,2018,2,15,29,32,2,0,0,0,1,1,0,4,1,10,0,10,0,0,0,0,0,2,15,29,32,0,0,1,1,10,0,0,2,14,170.6493625
2.02E+11,1.00E+00,3,65,2851,65,1,6,3,3,0,0,3,0,2,2,2018,6,19,40,12,2,2,1,0,3,98,0,1,3,10,0,10,0,0,0,0,0,6,19,40,12,1,0,3,3,10,2,2,2,13,68.24286331
2.02E+11,1.00E+00,3,38,573,38,1,7,2,2,0,0,2,0,0,2,2018,3,17,27,12,2,0,1,8,3,2,0,1,1,1,0,1,0,0,0,0,0,3,17,27,12,1,0,3,1,1,0,0,2,14,134.170142
2.02E+11,1.00E+00,3,83,2810,83,1,10,1,1,0,0,1,0,0,1,2018,7,6,50,30,2,0,0,0,1,1,0,4,1,3,0,3,0,0,0,0,0,7,6,50,30,0,0,1,1,3,0,0,2,13,239.7806842
2.02E+11,1.00E+00,1,57,2598,57,1,10,2,2,0,0,2,0,0,1,2018,3,12,48,12,2,0,6,0,8,1,0,1,1,98,0,98,0,0,0,0,0,3,12,48,12,6,0,8,1,1,0,0,2,3,255.8653065
2.02E+11,1.00E+00,1,57,2607,57,1,8,2,2,0,0,2,0,1,1,2018,4,7,56,12,2,2,2,8,3,98,0,1,1,8,0,8,0,0,0,0,0,4,7,56,12,2,0,3,1,8,2,1,2,3,167.6259563
2.02E+11,1.00E+00,1,57,2591,57,1,9,2,2,0,0,2,0,0,1,2018,5,8,55,12,2,0,6,8,2,3,0,1,1,4,0,4,0,0,0,0,0,5,8,55,12,6,0,2,1,4,0,0,2,3,178.5827062
2.02E+11,1.00E+00,1,57,2591,57,1,10,1,1,0,0,1,0,0,1,2018,1,9,25,42,2,0,0,0,1,1,0,4,1,98,0,98,0,0,0,0,0,1,9,25,42,0,0,1,1,10,0,0,2,3,255.8653065
2.02E+11,1.00E+00,3,17,1053,17,1,10,2,2,0,0,2,0,0,1,2018,1,18,56,12,2,0,1,0,1,1,0,1,2,1,0,1,0,0,0,0,0,1,18,56,12,1,0,1,2,1,0,0,2,15,238.546544
2.02E+11,1.00E+00,1,57,2586,57,1,9,2,2,0,0,3,0,0,1,2018,4,9,6,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,4,9,6,12,1,0,1,1,1,0,0,2,3,178.5827062
2.02E+11,1.00E+00,2,45,1290,45,2,8,1,1,0,0,1,0,1,1,2018,5,3,10,48,2,1,0,0,1,1,0,1,2,10,0,10,0,0,0,0,0,5,3,10,48,0,0,1,2,10,1,1,2,9,158.2852836
2.02E+11,1.00E+00,1,57,2586,57,1,10,1,1,0,0,1,0,0,1,2018,2,10,32,32,2,0,0,0,1,1,0,4,1,4,0,4,0,0,0,0,0,2,10,32,32,0,0,1,1,4,0,0,2,3,255.8653065
2.02E+11,1.00E+00,1,57,2582,57,1,5,2,2,0,0,3,0,2,1,2018,4,21,35,12,2,3,7,8,2,98,0,1,2,98,0,98,0,0,0,0,0,4,21,35,12,7,0,2,2,1,3,2,2,3,29.02545358
2.02E+11,1.00E+00,1,57,2582,57,1,8,2,2,0,0,5,0,1,1,2018,4,15,20,12,9,2,8,0,1,1,0,1,1,98,0,98,0,0,0,0,0,4,15,20,12,8,0,1,1,4,2,1,2,3,167.6259563
2.02E+11,1.00E+00,2,45,1290,45,2,10,1,1,0,0,1,0,0,1,2018,6,18,25,11,2,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,6,18,25,11,0,0,1,2,1,0,0,2,9,234.9863046
2.02E+11,1.00E+00,2,45,1290,45,2,7,1,1,0,0,1,0,0,1,2018,7,23,40,11,2,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,7,23,40,11,0,0,1,2,1,0,0,2,9,142.0095779
2.02E+11,1.00E+00,3,65,2851,65,1,4,2,2,0,0,3,0,2,2,2018,1,0,12,12,1,3,6,0,1,1,0,1,3,1,0,1,0,0,0,0,0,1,0,12,12,6,0,1,3,1,3,2,1,13,12.95809318
2.02E+11,1.00E+00,3,38,573,38,1,6,2,2,0,0,2,0,1,2,2018,5,18,53,12,2,1,1,8,3,2,0,1,3,1,0,1,0,0,0,0,0,5,18,53,12,1,0,3,3,1,1,1,2,14,68.14022452
2.02E+11,1.00E+00,3,83,2810,83,1,7,2,2,0,0,2,0,0,1,2018,7,9,29,12,2,0,1,0,2,3,0,1,1,4,0,4,0,0,0,0,0,7,9,29,12,1,0,2,1,4,0,0,2,13,133.7891231
2.02E+11,1.00E+00,3,38,573,38,1,5,3,3,0,0,3,0,1,2,2018,5,18,22,12,2,3,6,8,2,2,0,1,3,10,0,10,0,0,14,0,0,5,18,22,12,6,0,2,3,10,3,1,2,14,26.85170519
2.02E+11,1.00E+00,4,41,159,41,1,2,1,1,0,1,1,1,1,2,2018,5,18,52,8,9,1,0,8,3,2,0,1,3,1,0,1,0,0,0,0,0,5,18,52,8,0,0,3,3,1,1,2,2,22,32.44385918
2.02E+11,1.00E+00,4,41,159,41,1,2,1,1,0,1,1,1,1,2,2018,7,18,27,8,2,3,0,8,98,1,0,1,3,1,0,1,0,0,0,0,0,7,18,27,8,0,0,1,3,1,3,1,2,22,32.44385918
2.02E+11,1.00E+00,3,83,2810,83,1,9,2,2,0,0,3,0,0,1,2018,7,14,0,12,2,0,1,0,3,3,0,1,1,1,0,1,0,0,0,0,0,7,14,0,12,1,0,3,1,1,0,0,2,13,170.5424067
2.02E+11,1.00E+00,4,41,159,41,1,8,2,2,0,0,4,0,1,1,2018,7,11,4,12,2,1,6,8,3,3,0,1,1,1,0,1,0,0,0,0,0,7,11,4,12,6,0,3,1,1,1,1,2,22,172.3259229
