CASENUM,SURVIVED,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERMVIT,PERNOTMVIT,NUM_INJ,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,HARM_EV,ALCOHOL,MAX_SEV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,INT_HWY,CF1,CF2,CF3,WKDY_IM,HOUR_IM,MINUTE_IM,EVENT1_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,PSUSTRAT,WEIGHT
2.02E+11,1.00E+00,3,55,1055,55,2,5,2,2,0,0,2,0,1,1,2018,2,10,48,12,2,3,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,2,10,48,12,6,0,2,1,1,3,1,2,17,28.13294849
2.02E+11,1.00E+00,3,51,1079,51,1,9,2,2,0,0,3,0,0,1,2018,3,20,45,12,2,0,8,8,2,3,0,1,3,1,0,1,0,0,0,0,0,3,20,45,12,8,0,2,3,1,0,0,2,10,170.9125413
2.02E+11,1.00E+00,2,67,1919,67,1,9,2,2,0,0,2,0,0,1,2018,4,8,43,12,2,0,6,8,8,1,0,1,1,1,0,1,0,0,0,0,0,4,8,43,12,6,0,8,1,1,0,0,2,8,166.3556539
2.02E+11,1.00E+00,2,67,1919,67,1,10,2,2,0,0,2,0,0,1,2018,4,13,16,12,2,0,7,0,1,1,0,1,1,1,0,1,0,1,0,0,0,4,13,16,12,7,0,1,1,1,0,0,2,8,233.9772104
2.02E+11,1.00E+00,2,67,1919,67,1,7,2,2,0,0,2,0,1,1,2018,4,13,36,12,2,2,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,4,13,36,12,7,0,1,1,1,2,1,2,8,131.6995163
2.02E+11,1.00E+00,2,58,3253,58,1,10,2,2,0,0,4,0,0,1,2018,4,15,45,12,2,0,1,0,3,3,0,1,1,1,0,1,0,0,0,0,0,4,15,45,12,1,0,3,1,1,0,0,2,6,276.0604769
2.02E+11,1.00E+00,3,38,573,38,1,9,2,2,0,0,2,0,0,1,2018,4,7,7,12,2,0,1,0,1,1,0,1,3,10,0,10,0,0,0,0,0,4,7,7,12,1,0,1,3,10,0,0,2,14,170.6493625
2.02E+11,1.00E+00,2,26,721,26,2,10,2,2,0,0,3,0,0,1,2018,6,16,39,12,2,0,6,0,2,2,0,1,5,1,0,1,0,0,0,0,0,6,16,39,12,6,0,2,5,1,0,0,2,9,229.1033746
2.02E+11,1.00E+00,2,26,721,26,2,9,2,2,0,0,2,0,0,1,2018,5,10,35,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,5,10,35,12,1,0,3,1,1,0,0,2,9,156.4108706
2.02E+11,1.00E+00,2,58,3245,58,1,9,1,1,0,0,2,0,0,1,2018,5,23,53,42,2,0,0,0,3,3,0,4,3,1,0,1,0,0,0,0,0,5,23,53,42,0,0,3,3,1,0,0,2,6,164.5020177
2.02E+11,1.00E+00,2,58,3245,58,1,6,2,2,0,0,5,0,2,1,2018,1,10,50,12,2,1,1,0,3,2,0,1,1,4,0,4,0,0,0,0,0,1,10,50,12,1,0,3,1,4,1,2,2,6,65.49602806
2.02E+11,1.00E+00,2,58,3245,58,1,10,2,2,0,0,3,0,0,1,2018,3,12,44,12,2,0,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,3,12,44,12,6,0,2,1,1,0,0,2,6,230.9189059
2.02E+11,1.00E+00,2,58,3245,58,1,9,2,2,0,0,2,0,0,1,2018,7,23,1,12,2,0,6,0,2,2,0,1,3,1,0,1,0,0,0,0,0,7,23,1,12,6,0,2,3,1,0,0,2,6,164.5020177
2.02E+11,0.00E+00,2,58,3245,58,1,7,2,2,0,0,2,0,0,1,2018,2,13,0,12,2,0,7,0,1,1,0,1,1,4,0,4,0,0,0,0,0,2,13,0,12,7,0,1,1,4,0,0,2,6,132.8063503
2.02E+11,1.00E+00,2,58,3245,58,1,10,2,2,0,0,2,0,0,1,2018,1,16,59,12,2,0,6,0,2,3,0,1,3,4,0,4,0,0,0,0,0,1,16,59,12,6,0,2,3,4,0,0,2,6,230.9189059
2.02E+11,1.00E+00,2,58,3248,58,1,6,2,2,0,0,3,0,2,1,2018,3,14,41,12,2,2,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,3,14,41,12,6,0,2,1,1,2,2,2,6,65.49602805
2.02E+11,0.00E+00,2,58,3248,58,1,8,2,2,0,0,2,0,1,1,2018,3,7,40,12,2,1,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,3,7,40,12,1,0,3,1,1,1,1,2,6,154.5044758
2.02E+11,0.00E+00,2,58,3248,58,1,10,2,1,1,0,1,0,0,1,2018,4,15,28,14,2,0,0,0,1,1,0,7,1,1,0,1,0,0,0,0,0,4,15,28,14,0,0,1,1,1,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3248,58,1,9,2,2,0,0,2,0,0,1,2018,4,14,14,12,2,0,7,0,8,1,0,1,1,1,0,1,0,0,0,0,0,4,14,14,12,7,0,8,1,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3248,58,1,9,2,2,0,0,2,0,0,1,2018,4,15,5,12,2,0,6,0,2,3,0,1,1,1,0,1,0,0,0,0,0,4,15,5,12,6,0,2,1,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3248,58,1,6,2,2,0,0,2,0,1,1,2018,4,7,55,12,2,1,7,0,3,98,0,1,4,10,2,2,0,0,28,0,0,4,7,55,12,7,0,3,4,2,1,1,2,6,65.49602805
2.02E+11,1.00E+00,2,58,3248,58,1,10,2,2,0,0,2,0,0,1,2018,6,6,50,12,2,0,6,0,2,2,0,1,8,10,0,10,0,0,0,0,0,6,6,50,12,6,0,2,1,10,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3248,58,1,9,2,2,0,0,2,0,0,1,2018,4,9,5,12,2,0,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,4,9,5,12,6,0,2,1,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3248,58,1,8,2,2,0,0,2,0,1,1,2018,4,16,40,12,2,1,1,0,1,1,0,1,2,10,0,10,0,0,28,0,0,4,16,40,12,1,0,1,2,10,1,1,2,6,154.5044758
2.02E+11,1.00E+00,2,58,3248,58,1,4,2,2,0,0,5,0,1,1,2018,3,17,11,12,1,3,2,0,2,2,0,1,3,1,0,1,0,0,0,0,0,3,17,11,12,2,0,2,3,1,3,1,1,6,13.47943742
2.02E+11,1.00E+00,2,58,3248,58,1,7,2,2,0,0,3,0,1,1,2018,7,1,53,12,1,1,1,0,3,98,0,1,3,1,0,1,0,0,0,0,0,7,1,53,12,1,0,3,3,1,1,1,1,6,132.8063502
2.02E+11,1.00E+00,2,58,3248,58,1,9,2,2,0,0,2,0,0,1,2018,6,15,3,12,2,0,6,0,2,3,0,1,1,1,0,1,0,0,0,0,0,6,15,3,12,6,0,2,1,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3248,58,1,9,2,2,0,0,2,0,0,1,2018,6,14,42,12,2,0,7,0,3,3,0,1,1,1,0,1,0,0,0,0,0,6,14,42,12,7,0,3,1,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3248,58,1,10,1,1,0,0,1,0,0,1,2018,2,1,21,33,2,0,0,0,1,1,0,4,3,4,0,4,0,0,0,0,0,2,1,21,33,0,0,1,3,4,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3248,58,1,8,2,2,0,0,3,0,1,1,2018,2,9,47,12,2,2,1,0,2,3,0,1,1,10,4,4,0,0,0,0,0,2,9,47,12,1,0,2,1,4,2,1,2,6,154.5044758
2.02E+11,1.00E+00,2,58,3248,58,1,9,2,2,0,0,2,0,0,1,2018,3,8,12,12,2,0,7,0,3,98,0,1,1,1,0,1,0,0,0,0,0,3,8,12,12,7,0,3,1,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3248,58,1,10,1,1,0,0,1,0,0,1,2018,4,13,9,42,2,0,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,4,13,9,42,0,0,1,1,1,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3248,58,1,2,1,1,0,1,1,1,1,1,2018,5,14,44,8,2,1,0,0,3,98,0,1,1,1,0,1,0,0,0,0,0,5,14,44,8,0,0,3,1,1,1,1,2,6,28.40778437
2.02E+11,1.00E+00,2,58,3248,58,1,9,2,2,0,0,3,0,0,1,2018,4,14,5,12,2,0,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,4,14,5,12,6,0,2,1,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3248,58,1,6,2,2,0,0,3,0,1,1,2018,1,12,53,12,2,1,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,1,12,53,12,1,0,1,1,10,1,1,2,6,65.49602805
2.02E+11,1.00E+00,2,58,3248,58,1,8,2,2,0,0,4,0,2,1,2018,6,19,9,12,2,2,6,0,2,2,0,1,3,10,0,10,0,0,0,0,0,6,19,9,12,6,0,2,3,10,2,2,2,6,154.5044758
2.02E+11,1.00E+00,2,58,3248,58,1,10,2,2,0,0,5,0,0,1,2018,6,12,50,12,2,0,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,6,12,50,12,6,0,2,1,1,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3248,58,1,6,2,2,0,0,2,0,1,1,2018,6,14,54,12,2,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,14,54,12,1,0,1,1,1,2,1,2,6,65.49602805
2.02E+11,1.00E+00,2,58,3248,58,1,7,2,2,0,0,2,0,0,1,2018,3,8,53,12,9,0,7,0,3,2,0,1,1,10,0,10,0,0,0,0,0,3,8,53,12,7,0,3,1,10,0,0,2,6,132.8063502
2.02E+11,1.00E+00,2,58,3248,58,1,10,2,2,0,0,4,0,0,1,2018,3,17,34,12,2,0,7,0,8,1,0,1,3,10,0,10,0,0,0,0,0,3,17,34,12,7,0,8,3,10,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3248,58,1,9,1,1,0,0,1,0,0,1,2018,5,13,53,30,2,0,0,0,3,98,0,4,1,10,0,10,0,0,0,0,0,5,13,53,30,0,0,3,1,10,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3262,58,1,10,1,1,0,0,1,0,0,1,2018,7,8,21,39,2,0,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,7,8,21,39,0,0,1,1,1,0,0,2,6,230.9189059
2.02E+11,1.00E+00,2,58,3262,58,1,9,1,1,0,0,1,0,0,1,2018,4,18,16,11,2,0,0,0,2,98,0,1,8,98,0,98,0,0,0,0,0,4,18,16,11,0,0,2,2,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3262,58,1,10,1,1,0,0,1,0,0,1,2018,2,10,28,35,2,0,0,0,1,1,0,4,1,10,0,10,0,0,0,0,0,2,10,28,35,0,0,1,1,10,0,0,2,6,230.9189059
2.02E+11,1.00E+00,2,58,3262,58,1,4,1,1,0,0,1,0,1,1,2018,3,15,45,38,2,3,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,3,15,45,38,0,0,1,1,1,3,1,2,6,28.28747267
2.02E+11,1.00E+00,2,58,3262,58,1,10,1,1,0,0,1,0,0,1,2018,2,14,23,30,2,0,0,0,1,1,0,4,1,2,0,2,0,0,0,0,0,2,14,23,30,0,0,1,1,2,0,0,2,6,230.9189059
2.02E+11,1.00E+00,2,58,3246,58,1,10,2,2,0,0,2,0,0,1,2018,5,10,15,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,5,10,15,12,1,0,3,1,1,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3246,58,1,9,2,2,0,0,2,0,0,1,2018,3,17,28,12,2,0,2,0,3,2,0,1,3,1,0,1,0,0,0,0,0,3,17,28,12,2,0,3,3,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3246,58,1,7,1,1,0,0,1,0,0,1,2018,4,12,10,59,2,0,0,0,3,6,0,3,1,10,0,10,0,0,0,0,0,4,12,10,59,0,0,3,1,10,0,0,2,6,132.8063502
2.02E+11,1.00E+00,2,58,3246,58,1,10,1,1,0,0,1,0,0,1,2018,2,5,41,30,2,0,0,0,1,1,0,4,2,4,0,4,0,0,0,0,0,2,5,41,30,0,0,1,2,4,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3246,58,1,9,2,2,0,0,2,0,0,1,2018,6,6,46,12,2,0,7,0,3,6,0,1,4,1,0,1,0,0,0,0,0,6,6,46,12,7,0,3,4,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3246,58,1,10,1,1,0,0,1,0,0,1,2018,3,4,15,33,2,0,0,0,3,3,0,4,3,10,4,4,0,0,0,0,0,3,4,15,33,0,0,3,3,4,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,26,721,26,2,10,2,2,0,0,2,0,0,1,2018,3,16,53,12,2,0,6,0,2,98,0,1,5,1,0,1,0,0,0,0,0,3,16,53,12,6,0,2,5,1,0,0,2,9,229.1033746
2.02E+11,1.00E+00,2,58,3247,58,1,10,1,1,0,0,3,0,0,1,2018,3,21,0,34,2,0,0,0,3,3,0,4,2,1,0,1,0,0,0,0,0,3,21,0,34,0,0,3,2,1,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3247,58,1,9,1,1,0,0,1,0,0,1,2018,5,6,37,38,2,0,0,0,1,1,0,4,2,1,0,1,0,0,0,0,0,5,6,37,38,0,0,1,2,1,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3247,58,1,4,3,3,0,0,5,0,3,1,2018,4,15,21,12,2,3,2,0,2,3,0,1,1,1,0,1,0,0,14,0,0,4,15,21,12,2,0,2,1,1,3,3,2,6,13.47943742
2.02E+11,1.00E+00,2,58,3224,58,1,9,1,1,0,0,1,0,0,1,2018,6,1,33,11,2,0,0,0,1,1,0,1,8,98,0,98,0,0,0,0,0,6,1,33,11,0,0,1,2,4,0,0,2,6,164.5020176
2.02E+11,1.00E+00,2,58,3224,58,1,10,1,1,0,0,1,0,0,1,2018,6,5,40,11,2,0,0,0,1,1,0,1,8,98,0,98,0,0,0,0,0,6,5,40,11,0,0,1,2,1,0,0,2,6,230.9189058
2.02E+11,1.00E+00,2,58,3224,58,1,6,2,2,0,0,3,0,1,1,2018,2,17,18,12,2,1,1,0,1,1,0,1,2,4,0,4,0,1,0,0,0,2,17,18,12,1,0,1,2,4,1,1,2,6,65.49602805
2.02E+11,1.00E+00,2,58,3224,58,1,8,1,1,0,0,1,0,1,1,2018,5,16,37,34,1,1,0,0,1,1,0,4,1,2,0,2,0,0,0,0,0,5,16,37,34,0,0,1,1,2,1,1,1,6,154.5044758
2.02E+11,0.00E+00,2,47,1838,47,2,7,2,1,1,0,1,0,0,1,2018,4,10,18,45,2,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,4,10,18,45,0,0,1,1,1,0,0,2,9,133.2060963
2.02E+11,1.00E+00,2,26,721,26,2,9,1,1,0,0,1,0,0,1,2018,1,17,0,59,2,0,0,0,3,98,0,4,2,1,0,1,0,0,0,0,0,1,17,0,59,0,0,3,2,1,0,0,2,9,156.4108706
2.02E+11,1.00E+00,2,26,721,26,2,10,1,1,0,0,1,0,0,1,2018,7,21,58,38,2,0,0,0,1,1,0,5,3,1,0,1,0,0,0,0,0,7,21,58,38,0,0,1,3,1,0,0,2,9,229.1033746
2.02E+11,1.00E+00,2,26,718,26,2,10,1,1,0,0,1,0,0,1,2018,1,21,20,34,2,0,0,0,1,1,0,4,2,3,0,3,0,0,0,0,0,1,21,20,34,0,0,1,2,3,0,0,2,9,229.1033747
2.02E+11,1.00E+00,2,26,718,26,2,5,1,1,0,0,1,0,1,1,2018,1,3,10,42,2,3,0,0,1,1,0,4,2,3,0,3,0,0,0,0,0,1,3,10,42,0,0,1,2,3,3,1,2,9,53.44028614
2.02E+11,1.00E+00,2,26,718,26,2,8,1,1,0,0,1,0,1,1,2018,2,6,31,34,2,2,0,0,1,1,0,4,2,3,0,3,0,0,0,0,0,2,6,31,34,0,0,1,2,3,2,1,2,9,155.2181466
2.02E+11,1.00E+00,3,38,573,38,1,8,2,2,0,0,2,0,1,1,2018,3,10,30,12,2,1,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,3,10,30,12,1,0,1,1,10,1,1,2,14,159.5485496
2.02E+11,1.00E+00,2,47,1838,47,2,10,1,1,0,0,3,0,0,1,2018,6,16,52,34,2,0,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,6,16,52,34,0,0,1,1,1,0,0,2,9,235.0313831
2.02E+11,1.00E+00,2,26,718,26,2,10,1,1,0,0,1,0,0,1,2018,3,19,52,93,2,0,0,0,3,3,0,4,2,1,0,1,0,0,0,0,0,3,19,52,93,0,0,3,2,1,0,0,2,9,229.1033747
2.02E+11,1.00E+00,4,56,211,211,1,9,2,2,0,0,2,0,0,1,2018,1,20,7,12,2,0,8,8,8,1,0,1,3,1,0,1,0,0,23,0,0,1,20,7,12,8,0,8,3,1,0,0,2,20,187.1933079
2.02E+11,1.00E+00,3,17,1036,17,1,9,2,2,0,0,8,0,0,1,2018,3,17,36,12,2,0,6,0,4,1,0,1,5,1,0,1,0,0,0,0,0,3,17,36,12,6,0,4,5,1,0,0,2,15,171.5466983
2.02E+11,1.00E+00,2,47,1838,47,2,9,1,1,0,0,1,0,0,1,2018,1,14,18,11,2,0,0,0,1,1,0,1,2,10,0,10,0,0,0,0,0,1,14,18,11,0,0,1,2,10,0,0,2,9,168.7796537
2.02E+11,1.00E+00,2,27,905,27,1,10,2,2,0,0,2,0,0,1,2018,3,18,0,12,2,0,7,0,1,1,0,1,2,10,0,10,0,0,0,0,0,3,18,0,12,7,0,1,2,10,0,0,2,6,230.8028013
2.02E+11,1.00E+00,3,17,1053,17,1,10,2,1,1,0,2,0,0,1,2018,2,2,30,53,2,0,0,0,1,1,0,4,3,1,0,1,0,0,0,0,0,2,2,30,53,0,0,1,3,1,0,0,2,15,238.546544
2.02E+11,1.00E+00,2,27,905,27,1,9,2,2,0,0,2,0,0,1,2018,3,8,15,12,2,0,1,0,1,1,0,1,1,4,0,4,0,0,0,0,0,3,8,15,12,1,0,1,1,4,0,0,2,6,164.3174014
2.02E+11,1.00E+00,2,27,905,27,1,7,2,2,0,0,2,0,0,1,2018,6,7,20,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,6,7,20,12,1,0,3,1,1,0,0,2,6,131.2310086
2.02E+11,1.00E+00,2,27,877,27,1,9,2,2,0,0,2,0,0,1,2018,5,11,6,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,5,11,6,12,1,0,3,1,1,0,0,2,6,164.3174013
2.02E+11,1.00E+00,2,27,877,27,1,6,2,2,0,0,2,0,1,1,2018,5,21,27,12,2,1,6,0,2,2,0,1,2,1,0,1,0,0,0,0,0,5,21,27,12,6,0,2,2,1,1,1,2,6,164.6901761
2.02E+11,1.00E+00,2,27,877,27,1,9,2,2,0,0,5,0,0,1,2018,6,14,40,12,1,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,6,14,40,12,1,0,3,1,1,0,0,1,6,164.3174013
2.02E+11,1.00E+00,2,27,877,27,1,8,3,3,0,0,7,0,2,1,2018,7,17,53,12,2,1,1,0,1,1,0,1,2,1,0,1,0,0,0,0,0,7,17,53,12,1,0,1,2,1,1,2,2,6,162.1445806
2.02E+11,1.00E+00,3,38,569,38,1,9,2,2,0,0,2,0,0,1,2018,2,14,19,12,2,0,7,8,3,2,0,1,1,10,0,10,0,0,0,0,0,2,14,19,12,7,0,3,1,10,0,0,2,14,170.6493626
2.02E+11,1.00E+00,2,27,877,27,1,9,2,2,0,0,2,0,0,1,2018,4,14,23,12,2,0,11,0,3,98,0,1,1,5,0,5,0,0,0,0,0,4,14,23,12,11,0,3,1,5,0,0,2,6,164.3174013
2.02E+11,1.00E+00,2,27,877,27,1,9,2,2,0,0,2,0,0,1,2018,4,5,50,12,2,0,6,0,8,1,0,1,3,1,0,1,0,0,0,0,0,4,5,50,12,6,0,8,3,1,0,0,2,6,164.3174013
2.02E+11,1.00E+00,2,67,1919,67,1,5,2,2,0,0,2,0,1,1,2018,4,20,34,12,2,3,2,8,3,3,0,1,3,1,0,1,0,0,0,0,0,4,20,34,12,2,0,3,3,1,3,1,2,8,26.94965436
2.02E+11,0.00E+00,2,27,877,27,1,5,2,2,0,0,3,0,2,1,2018,5,12,37,12,2,3,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,12,37,12,1,0,1,1,1,3,2,2,6,161.723067
2.02E+11,1.00E+00,2,47,1838,47,2,10,1,1,0,0,1,0,0,1,2018,1,6,30,34,2,0,0,0,3,2,0,4,2,5,0,5,0,0,0,0,0,1,6,30,34,0,0,3,2,5,0,0,2,9,235.0313831
2.02E+11,1.00E+00,2,27,877,27,1,6,2,2,0,0,5,0,1,1,2018,1,13,34,12,2,2,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,1,13,34,12,6,0,8,1,1,2,1,2,6,164.6901761
2.02E+11,1.00E+00,2,27,900,27,1,9,2,2,0,0,3,0,0,1,2018,2,18,17,12,9,0,1,0,3,98,0,1,3,1,0,1,0,0,0,0,0,2,18,17,12,1,0,3,3,1,0,0,2,6,164.3174014
2.02E+11,1.00E+00,3,38,573,38,1,10,2,2,0,0,2,0,0,1,2018,4,13,38,12,2,0,1,8,3,2,0,1,1,10,0,10,0,0,0,0,0,4,13,38,12,1,0,3,1,10,0,0,2,14,239.7134985
2.02E+11,1.00E+00,2,47,2001,47,2,10,1,1,0,0,1,0,0,1,2018,3,19,16,34,1,0,0,0,1,1,0,4,2,1,0,1,0,0,0,0,0,3,19,16,34,0,0,1,2,1,0,0,1,9,235.031383
2.02E+11,1.00E+00,2,27,900,27,1,4,1,1,0,0,1,0,1,1,2018,5,7,33,32,2,3,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,5,7,33,32,0,0,1,1,1,3,1,2,6,43.5218309
2.02E+11,1.00E+00,2,27,900,27,1,10,2,2,0,0,2,0,0,1,2018,5,8,4,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,8,4,12,1,0,1,1,1,0,0,2,6,230.8028014
2.02E+11,1.00E+00,2,27,900,27,1,8,3,3,0,0,5,0,2,1,2018,5,17,34,12,2,2,1,0,3,2,0,1,3,1,0,1,0,0,0,0,0,5,17,34,12,1,0,3,3,1,2,2,2,6,153.3553804
2.02E+11,1.00E+00,2,67,1919,67,1,9,2,2,0,0,2,0,0,1,2018,5,8,55,12,2,0,1,8,8,1,0,1,1,10,0,10,0,0,0,0,0,5,8,55,12,1,0,8,1,10,0,0,2,8,166.3556539
2.02E+11,1.00E+00,2,27,900,27,1,9,2,2,0,0,2,0,0,1,2018,3,13,22,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,13,22,12,1,0,1,1,1,0,0,2,6,164.3174014
2.02E+11,1.00E+00,2,27,900,27,1,7,2,2,0,0,3,0,0,1,2018,5,7,34,12,2,0,1,0,1,1,0,1,1,2,0,2,1,0,0,0,0,5,7,34,12,1,0,1,1,2,0,0,2,6,131.2310086
2.02E+11,0.00E+00,3,17,1053,17,1,9,2,2,0,0,2,0,0,1,2018,2,12,35,12,2,0,6,0,2,98,0,1,1,1,0,1,0,0,0,0,0,2,12,35,12,6,0,2,1,1,0,0,2,15,171.5466983
2.02E+11,0.00E+00,2,47,2001,47,2,9,2,2,0,0,4,0,0,1,2018,4,7,42,12,2,0,7,0,1,1,0,1,4,10,0,10,0,0,0,0,0,4,7,42,12,7,0,1,4,10,0,0,2,9,168.7796537
2.02E+11,0.00E+00,2,47,2001,47,2,10,1,1,0,0,1,0,0,1,2018,5,18,49,11,2,0,0,0,1,1,0,1,2,2,0,2,0,0,0,0,0,5,18,49,11,0,0,1,2,2,0,0,2,9,235.031383
2.02E+11,0.00E+00,2,47,2001,47,2,5,2,2,0,0,2,0,1,1,2018,3,20,0,12,1,4,8,0,1,1,0,1,2,1,0,1,0,0,0,0,0,3,20,0,12,8,0,1,2,1,4,1,1,9,33.25545125
2.02E+11,1.00E+00,2,47,2001,47,2,8,1,1,0,0,1,0,1,1,2018,5,2,22,34,2,1,0,0,1,1,0,4,2,4,0,4,0,0,0,0,0,5,2,22,34,0,0,1,2,4,1,1,2,9,159.8066711
2.02E+11,0.00E+00,2,47,2001,47,2,5,1,1,0,0,1,0,1,1,2018,6,20,55,53,1,4,0,0,1,1,0,5,2,1,0,1,0,0,0,0,0,6,20,55,53,0,0,1,2,1,4,1,1,9,33.25545125
2.02E+11,0.00E+00,2,47,2001,47,2,4,2,2,0,0,3,0,2,1,2018,7,22,9,12,2,3,6,0,2,2,0,1,2,5,0,5,0,0,0,0,0,7,22,9,12,6,0,2,2,5,3,2,2,9,43.04950996
2.02E+11,1.00E+00,2,67,1919,67,1,6,2,2,0,0,2,0,1,1,2018,5,11,37,12,2,2,6,8,2,3,0,1,1,1,0,1,0,0,0,0,0,5,11,37,12,6,0,2,1,1,2,1,2,8,65.90088959
2.02E+11,1.00E+00,3,38,573,38,1,9,2,2,0,0,2,0,0,1,2018,3,17,6,12,2,0,6,8,3,2,0,1,1,1,0,1,0,0,0,0,0,3,17,6,12,6,0,3,1,1,0,0,2,14,170.6493625
2.02E+11,1.00E+00,2,47,2034,47,2,10,1,1,0,0,1,0,0,1,2018,5,10,25,31,2,0,0,0,3,2,0,5,1,1,0,1,0,0,0,0,0,5,10,25,31,0,0,3,1,1,0,0,2,9,235.031383
2.02E+11,1.00E+00,3,17,1053,17,1,5,1,1,0,0,1,0,1,1,2018,3,9,47,1,2,3,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,3,9,47,1,0,0,1,1,1,3,1,2,15,27.826446
2.02E+11,1.00E+00,2,47,2034,47,2,9,2,2,0,0,3,0,0,1,2018,4,12,10,12,2,0,7,0,3,2,0,1,1,10,0,10,0,0,0,0,0,4,12,10,12,7,0,3,1,10,0,0,2,9,168.7796537
2.02E+11,1.00E+00,2,47,2035,47,2,5,4,2,2,0,4,0,3,1,2018,5,15,55,12,2,3,2,0,1,1,0,1,1,10,0,10,0,0,14,0,0,5,15,55,12,2,0,1,1,10,3,3,2,9,37.16770997
2.02E+11,1.00E+00,2,47,2035,47,2,9,1,1,0,0,1,0,0,1,2018,6,19,53,11,2,0,0,0,1,1,0,1,2,10,0,10,0,0,0,0,0,6,19,53,11,0,0,1,2,10,0,0,2,9,168.7796537
2.02E+11,1.00E+00,2,47,2035,47,2,2,1,1,0,1,1,1,1,1,2018,6,21,0,8,2,2,0,0,1,1,0,4,2,10,0,10,0,0,0,0,0,6,21,0,8,0,0,1,2,10,2,1,2,9,37.16770997
2.02E+11,1.00E+00,2,47,2035,47,2,4,2,2,0,0,2,0,2,1,2018,7,17,28,12,2,3,6,0,2,2,0,1,5,10,0,10,0,0,0,0,0,7,17,28,12,6,0,2,5,10,3,2,2,9,37.16770997
2.02E+11,1.00E+00,2,47,2035,47,2,8,1,1,0,0,1,0,1,1,2018,1,14,40,42,2,2,0,0,1,1,0,5,1,10,0,10,0,0,0,0,0,1,14,40,42,0,0,1,1,10,2,1,2,9,159.806671
