YEAR,CASENUM,VEH_NO,WEIGHT,A_BODY,A_IMP1,A_VROLL,A_SPVEH,A_MOD_YR
2018,201800659444,1,270.08682714,2,2,2,2,2001
2018,201800659444,2,270.08682714,1,4,2,2,2004
2018,201800659444,3,270.08682714,1,4,2,2,2006
2018,201800659454,1,30.426502206,7,3,2,2,2013
2018,201800659454,2,30.426502206,2,3,2,2,1989
2018,201800659477,1,34.195372111,1,2,2,2,2001
2018,201800659478,1,166.35565385,1,2,2,2,2014
2018,201800659478,2,166.35565385,3,4,2,2,2014
2018,201800659512,1,28.261592388,7,3,2,2,2007
2018,201800659512,2,28.261592388,1,2,2,2,2007
2018,201800659518,1,239.78068422,1,3,2,2,2013
2018,201800659542,1,27.154190697,7,1,2,2,2005
2018,201800659552,1,170.64936251,1,3,2,2,2017
2018,201800659552,2,170.64936251,1,2,2,2,2003
2018,201800659570,1,129.88655934,8,2,2,2,2012
2018,201800659570,2,129.88655934,6,4,2,2,2015
2018,201800659578,1,27.076237549,2,2,1,2,1990
2018,201800659587,1,170.35107956,1,3,2,2,2016
2018,201800659587,2,170.35107956,1,2,2,2,2014
2018,201800659588,1,233.97721032,1,2,2,2,2002
2018,201800659588,2,233.97721032,1,3,2,2,2002
2018,201800659608,1,157.30090507,1,2,2,2,2006
2018,201800659608,2,157.30090507,4,4,2,2,2005
2018,201800659610,1,128.12695168,8,2,2,2,2018
2018,201800659611,1,157.2876567,2,2,2,2,1995
2018,201800659611,2,157.2876567,2,4,2,2,2005
2018,201800659614,1,239.51086568,1,4,2,2,2003
2018,201800659614,2,239.51086568,1,2,2,2,2010
2018,201800659615,1,228.30897338,1,2,2,2,2012
2018,201800659615,2,228.30897338,1,4,2,2,2012
2018,201800659626,1,159.54854961,1,2,2,2,2008
2018,201800659626,2,159.54854961,1,2,2,2,2011
2018,201800659626,3,159.54854961,1,2,2,2,2004
2018,201800659628,1,25.527208761,3,2,1,2,2013
2018,201800659635,1,154.3885586,1,6,2,2,2007
2018,201800659643,1,30.026404117,3,2,2,2,2000
2018,201800659645,1,239.71349846,1,2,2,2,2011
2018,201800659645,2,239.71349846,1,5,2,2,2012
2018,201800659649,1,135.7810901,3,2,2,2,2011
2018,201800659649,2,135.7810901,1,3,2,2,2001
2018,201800659649,6,135.7810901,1,4,2,2,1999
2018,201800659649,7,135.7810901,3,4,2,2,2014
2018,201800659649,8,135.7810901,6,2,2,2,2000
2018,201800659655,1,66.398712275,3,2,2,2,2011
2018,201800659655,2,66.398712275,2,3,1,2,2014
2018,201800659659,1,198.27204121,4,2,2,2,2000
2018,201800659659,2,198.27204121,2,5,2,2,2014
2018,201800659723,1,33.755564555,3,2,1,1,1999
2018,201800659723,2,33.755564555,3,4,2,2,2004
2018,201800659840,1,238.02649894,1,2,2,2,1998
2018,201800659840,2,238.02649894,1,5,2,2,1998
2018,201800659856,1,169.13082806,2,2,2,2,2017
2018,201800659873,1,239.90528838,3,2,2,2,2011
2018,201800659873,2,239.90528838,1,4,2,2,2010
2018,201800659932,1,28.476085034,7,2,2,1,2008
2018,201800659932,2,28.476085034,1,4,2,2,2008
2018,201800659966,1,171.09035147,1,3,2,2,2016
2018,201800659966,2,171.09035147,3,5,2,2,2008
2018,201800659968,1,131.99382757,4,2,2,2,2015
2018,201800659968,2,131.99382757,6,3,2,2,2006
2018,201800660018,1,68.346129991,6,3,2,2,2010
2018,201800660018,2,68.346129991,1,4,2,2,2004
2018,201800660026,1,30.533348976,3,2,2,2,2012
2018,201800660027,1,239.90528838,1,5,2,2,2013
2018,201800660027,2,239.90528838,1,3,2,2,2013
2018,201800660055,1,153.14066649,4,2,2,2,2013
2018,201800660107,1,69.04898264,1,2,2,2,2015
2018,201800660107,2,69.04898264,1,4,2,2,2015
2018,201800660107,3,69.04898264,1,4,2,2,2008
2018,201800660186,1,241.36784567,1,2,2,2,2008
2018,201800660186,2,241.36784567,1,4,2,2,2010
2018,201800660187,1,13.370292816,3,2,2,2,2014
2018,201800660187,2,13.370292816,1,3,2,2,2016
2018,201800660187,3,13.370292816,1,5,2,2,2016
2018,201800660187,4,13.370292816,3,2,2,2,2016
2018,201800660267,1,171.74742403,3,2,2,2,2003
2018,201800660267,2,171.74742403,1,4,2,2,2016
2018,201800660267,3,171.74742403,1,4,2,2,2010
2018,201800660444,1,31.735187675,1,2,2,2,2005
2018,201800660464,1,160.87698705,5,2,2,2,1999
2018,201800660464,2,160.87698705,1,5,2,2,2005
2018,201800660468,1,69.04898264,1,2,2,2,2015
2018,201800660492,1,30.662036705,3,1,1,2,1990
2018,201800660500,1,28.599289285,7,1,2,2,2005
2018,201800660501,1,171.46208846,3,2,2,2,2011
2018,201800660501,2,171.46208846,1,4,2,2,2017
2018,201800660510,1,27.915241909,3,2,2,1,2005
2018,201800660511,1,239.87369077,1,4,2,2,2013
2018,201800660511,2,239.87369077,1,2,2,2,2013
2018,201800660521,1,178.40208685,1,2,2,1,2008
2018,201800660521,2,178.40208685,1,4,2,2,2014
2018,201800660522,1,149.78733644,1,3,2,2,2019
2018,201800660522,2,149.78733644,6,5,2,2,2008
2018,201800660578,1,187.19330781,1,2,2,2,2017
2018,201800660578,2,187.19330781,1,4,2,2,2016
2018,201800660611,1,76.421257827,1,2,2,1,2013
2018,201800660611,2,76.421257827,2,4,2,2,1998
2018,201800660611,3,76.421257827,1,4,2,2,2014
2018,201800660612,1,187.19330781,1,2,2,1,2016
2018,201800660612,2,187.19330781,1,4,2,2,1995
2018,201800660628,1,27.027980919,2,2,2,2,2004
2018,201800660628,2,27.027980919,4,2,2,2,2000
2018,201800660629,1,64.422795876,1,5,2,2,2015
2018,201800660629,2,64.422795876,6,3,2,2,1986
2018,201800660635,1,233.21976862,2,2,2,2,2000
2018,201800660635,2,233.21976862,3,4,2,2,2009
2018,201800660649,1,170.35107957,1,3,2,2,2012
2018,201800660649,2,170.35107957,2,2,2,2,2016
2018,201800660655,1,133.20609619,6,5,2,2,1990
2018,201800660655,2,133.20609619,1,5,2,1,1993
2018,201800660662,1,13.2353284,1,2,2,2,2017
2018,201800660662,2,13.2353284,2,2,2,2,2013
2018,201800660670,1,170.35107956,1,3,2,2,2011
2018,201800660670,2,170.35107956,2,5,2,2,2017
2018,201800660675,1,27.351255616,3,2,2,2,2007
2018,201800660675,2,27.351255616,2,4,2,2,2001
2018,201800660678,1,132.45866698,6,2,2,2,2012
2018,201800660680,1,235.03138292,1,2,2,2,2001
2018,201800660680,2,235.03138292,1,4,2,2,2008
2018,201800660683,1,239.51086568,4,2,2,2,2005
2018,201800660683,2,239.51086568,3,4,2,2,2006
2018,201800660692,1,13.965037671,2,2,2,2,2005
2018,201800660692,2,13.965037671,1,5,2,2,2014
2018,201800660697,1,239.51086568,1,2,2,2,2003
2018,201800660697,2,239.51086568,1,4,2,2,2000
2018,201800660714,1,27.351255616,1,2,2,2,2008
2018,201800660716,1,168.77965363,3,2,2,2,2014
2018,201800660729,1,68.140224521,1,2,2,2,2015
2018,201800660729,2,68.140224521,3,4,2,2,2005
2018,201800660729,3,68.140224521,4,4,2,2,2000
2018,201800660788,1,168.77965363,3,2,2,2,2014
2018,201800660799,1,38.63505001,1,3,2,2,2015
2018,201800660799,2,38.63505001,7,2,2,2,2000
2018,201800660807,1,41.952670566,1,2,2,2,2010
2018,201800660820,1,181.92256151,1,5,2,2,2015
2018,201800660820,2,181.92256151,1,3,2,2,2017
2018,201800660825,1,257.70432564,1,2,2,1,2005
2018,201800660825,2,257.70432564,2,4,2,2,2001
2018,201800660852,1,132.45866697,6,2,2,2,2017
2018,201800660852,2,132.45866697,1,4,2,2,2012
2018,201800660864,1,29.160218226,3,2,2,2,2002
2018,201800660873,1,164.31740138,1,2,2,2,2018
2018,201800660873,2,164.31740138,3,3,2,2,1997
2018,201800660882,1,170.9125413,1,5,2,2,2016
2018,201800660882,2,170.9125413,3,2,2,2,2005
2018,201800660887,1,28.400341575,7,2,2,2,2015
2018,201800660887,2,28.400341575,1,2,2,2,2004
2018,201800660890,1,14.067939248,3,2,2,2,1999
2018,201800660890,2,14.067939248,1,2,2,2,2014
2018,201800660929,1,67.857868846,1,2,2,2,2015
2018,201800660945,1,134.15491061,6,4,2,2,2012
2018,201800660945,2,134.15491061,4,2,2,2,2011
2018,201800660961,1,70.198700748,1,2,2,2,2017
2018,201800660961,2,70.198700748,5,3,2,2,2012
2018,201800660977,1,65.900889585,1,2,2,2,2015
2018,201800660977,2,65.900889585,4,2,2,2,2011
2018,201800660978,1,26.339731921,1,3,2,2,2000
2018,201800660978,2,26.339731921,1,2,2,2,2008
2018,201800660983,1,170.35107956,2,2,2,2,2002
2018,201800660983,2,170.35107956,3,4,2,2,2007
2018,201800660983,3,170.35107956,1,4,2,2,2017
2018,201800661009,1,230.80280132,1,2,2,2,2013
2018,201800661009,2,230.80280132,1,4,2,2,2009
2018,201800661016,1,27.309772536,2,5,2,2,2008
2018,201800661016,2,27.309772536,6,5,2,2,2002
2018,201800661016,3,27.309772536,4,5,2,2,2012
2018,201800661110,1,159.66737584,1,2,2,2,1998
2018,201800661110,2,159.66737584,1,2,2,2,2001
2018,201800661127,1,27.154190695,3,3,2,2,2007
2018,201800661127,2,27.154190695,7,2,2,2,2003
2018,201800661132,1,171.54669828,1,5,2,2,2006
2018,201800661132,2,171.54669828,2,2,2,2,2015
2018,201800661154,1,238.54654396,1,3,2,2,2013
2018,201800661349,1,170.91254129,3,2,2,2,2015
2018,201800661349,2,170.91254129,1,4,2,2,2017
2018,201800661355,1,29.856290986,3,2,2,2,2004
2018,201800661360,1,239.80618486,2,2,2,2,2006
2018,201800661364,1,67.857868846,1,2,2,2,2007
2018,201800661364,2,67.857868846,1,4,2,2,2016
2018,201800661365,1,239.80618486,3,4,2,2,2006
2018,201800661383,1,29.856290986,4,5,2,2,2014
2018,201800661395,1,29.856290986,1,3,2,2,2010
2018,201800661416,1,161.74150749,1,2,2,2,2001
2018,201800661416,2,161.74150749,1,5,2,2,2013
2018,201800661456,1,26.10142677,3,2,2,1,2003
2018,201800661456,2,26.10142677,1,2,2,2,2012
2018,201800661468,1,130.57251268,6,1,1,2,2014
2018,201800661469,1,169.96213079,2,3,2,2,2016
2018,201800661469,2,169.96213079,2,2,2,2,1989
2018,201800661471,1,91.50572574,3,3,2,2,2008
2018,201800661471,2,91.50572574,2,2,2,2,2018
2018,201800661473,1,240.76970645,4,2,2,2,2002
2018,201800661478,1,240.76970645,1,4,2,2,2005
2018,201800661480,1,169.9621308,2,2,2,2,2003
2018,201800661480,2,169.9621308,1,4,2,2,2015
2018,201800661483,1,240.76970645,1,2,2,2,2001
2018,201800661483,2,240.76970645,1,4,2,2,2012
2018,201800661747,1,166.35565385,1,2,2,2,2009
2018,201800661747,2,166.35565385,2,4,2,2,2014
2018,201800661757,1,168.3928504,4,2,2,2,2005
2018,201800661757,2,168.3928504,1,4,2,2,2015
2018,201800661769,1,135.7810901,1,2,2,2,2004
2018,201800661769,2,135.7810901,8,5,2,2,2016
2018,201800661776,1,180.93534693,1,2,2,2,2013
2018,201800661776,2,180.93534693,1,2,2,2,2017
2018,201800661785,1,180.93534693,1,2,2,2,2017
2018,201800661785,2,180.93534693,2,4,2,2,2015
2018,201800661791,1,70.19870075,1,3,2,2,2018
2018,201800661791,2,70.19870075,1,2,2,2,2017
2018,201800661792,1,180.93534693,2,2,2,2,2007
2018,201800661792,2,180.93534693,4,4,2,2,2018
2018,201800661805,1,233.97721032,1,3,2,2,2002
2018,201800661820,1,132.45866698,2,6,2,2,2007
2018,201800661835,1,233.21976862,2,2,2,2,2001
2018,201800661835,2,233.21976862,3,3,2,2,2003
2018,201800661841,1,66.983832543,2,2,1,2,2015
2018,201800661923,1,171.46208846,1,2,2,2,2017
2018,201800661923,2,171.46208846,3,5,2,2,2012
2018,201800661942,1,133.77391663,3,2,2,2,2016
2018,201800661942,2,133.77391663,6,4,2,2,2005
2018,201800662020,1,171.46208846,3,2,2,2,2007
2018,201800662020,2,171.46208846,1,4,2,2,2016
2018,201800662025,1,27.915241909,1,2,2,2,2009
2018,201800662034,1,68.193798442,3,2,2,2,2016
2018,201800662034,2,68.193798442,2,5,2,2,2015
2018,201800662036,1,28.599289285,7,1,2,2,2015
2018,201800662042,1,30.401689624,1,2,2,2,2015
2018,201800662070,1,171.46208845,3,2,2,2,2004
2018,201800662070,2,171.46208845,3,4,2,2,2016
2018,201800662090,1,158.9392246,1,2,2,2,2002
2018,201800662090,2,158.9392246,2,2,2,2,2003
2018,201800662113,1,33.755564555,1,2,2,1,2006
2018,201800662165,1,33.435894043,7,1,2,1,2008
2018,201800662176,1,287.46256762,2,6,2,2,2001
2018,201800662176,2,287.46256762,3,2,2,2,2004
2018,201800662224,1,83.848345629,1,2,2,1,2017
2018,201800662224,2,83.848345629,1,4,2,2,2015
2018,201800662224,3,83.848345629,1,4,2,2,2017
2018,201800662314,1,170.50296396,1,2,2,2,2015
2018,201800662314,2,170.50296396,1,4,2,2,2010
2018,201800662334,1,31.237879879,2,2,2,2,2007
2018,201800662373,1,169.13082805,1,2,2,2,2015
2018,201800662373,2,169.13082805,4,4,2,2,2010
2018,201800662376,1,30.104847399,1,2,2,2,2013
2018,201800662385,1,67.581587928,1,2,2,2,2010
2018,201800662385,2,67.581587928,1,4,2,2,2014
2018,201800662385,3,67.581587928,3,4,2,2,2017
2018,201800662385,4,67.581587928,6,4,2,2,2007
2018,201800662421,1,238.02649894,1,2,2,2,2002
2018,201800662421,2,238.02649894,1,2,2,2,2012
2018,201800662439,1,171.09035147,2,2,2,2,1997
2018,201800662439,2,171.09035147,1,5,2,2,2016
2018,201800662520,1,171.09035147,3,3,2,2,2017
2018,201800662544,1,231.86050844,1,2,2,2,2010
2018,201800662676,1,171.74742403,3,2,2,2,2015
2018,201800662676,2,171.74742403,1,2,2,2,2011
2018,201800662704,1,241.36784567,3,2,2,2,2017
2018,201800662704,2,241.36784567,1,5,2,2,2014
2018,201800662873,1,171.74742404,1,4,2,2,2009
2018,201800662873,2,171.74742404,3,2,2,2,2018
2018,201800662916,1,69.048982639,1,3,2,2,2005
2018,201800662916,2,69.048982639,1,2,2,2,2017
2018,201800662926,1,171.74742403,1,2,2,2,2014
2018,201800662926,2,171.74742403,1,4,2,2,2017
2018,201800662946,1,34.195372112,3,2,2,2,2017
2018,201800662963,1,158.19157351,1,2,2,2,2010
2018,201800662963,2,158.19157351,1,5,2,2,1996
2018,201800663003,1,171.46208845,1,2,2,2,2018
2018,201800663131,1,239.87369076,1,2,2,2,2004
2018,201800663131,2,239.87369076,3,3,2,2,2012
2018,201800663161,1,171.46208845,3,4,2,2,2003
2018,201800663161,2,171.46208845,1,2,2,2,2017
2018,201800663176,1,13.527384127,1,2,2,2,2016
2018,201800663176,2,13.527384127,1,2,2,2,2016
2018,201800663179,1,30.401689625,1,2,2,2,2017
2018,201800663194,1,76.421257828,1,4,2,2,2018
2018,201800663194,2,76.421257828,1,2,2,2,2018
2018,201800663235,1,178.40208687,1,2,2,2,1990
2018,201800663235,2,178.40208687,1,4,2,2,1998
2018,201800663263,1,30.490190364,1,5,1,2,2003
2018,201800663293,1,239.87369075,1,2,2,2,2011
2018,201800663293,2,239.87369075,1,4,2,2,2005
2018,201800663312,1,164.89080582,1,2,2,1,2007
2018,201800663312,2,164.89080582,1,4,2,2,2014
2018,201800663317,1,28.058709005,7,2,2,2,1995
2018,201800663405,1,238.97825391,1,2,2,2,2000
2018,201800663410,1,27.534924164,4,2,2,2,2000
2018,201800663410,2,27.534924164,2,2,2,2,2011
2018,201800663414,1,170.65463048,1,2,2,2,2017
2018,201800663417,1,27.534924164,1,2,2,2,2010
2018,201800663433,1,170.65463048,2,3,2,2,1984
2018,201800663433,2,170.65463048,1,4,2,2,2018
2018,201800663442,1,238.97825391,1,2,2,1,2013
2018,201800663449,1,15.009055525,1,6,1,2,2014
2018,201800663475,1,30.018111049,7,2,2,2,2001
2018,201800663498,1,238.97825391,3,2,2,2,2009
2018,201800663498,2,238.97825391,1,4,2,2,2011
2018,201800663500,1,170.65463048,3,2,2,2,2007
2018,201800663500,2,170.65463048,2,3,2,2,2017
2018,201800663527,1,159.34962839,3,2,2,2,2003
2018,201800663527,2,159.34962839,4,4,2,2,2006
2018,201800663527,3,159.34962839,1,4,2,2,2017
2018,201800663541,1,170.65463048,1,2,2,2,2001
2018,201800663541,2,170.65463048,1,4,2,2,2016
2018,201800663542,1,68.386567727,1,2,2,2,2011
2018,201800663542,2,68.386567727,1,2,2,2,2017
2018,201800663543,1,27.763795792,7,5,2,2,2005
2018,201800663552,1,238.97825391,3,5,2,2,2008
2018,201800663552,2,238.97825391,3,3,2,2,2008
2018,201800663567,1,170.65463048,3,2,2,2,2005
2018,201800663567,2,170.65463048,1,4,2,2,2015
2018,201800663588,1,132.18500857,6,2,2,2,2005
2018,201800663588,2,132.18500857,4,4,2,2,2014
2018,201800663591,1,27.534924164,1,2,2,2,2010
2018,201800663592,1,238.97825391,1,2,2,2,2016
2018,201800663592,2,238.97825391,1,2,2,2,2007
2018,201800663598,1,170.65463048,2,2,2,2,2015
2018,201800663598,2,170.65463048,1,4,2,2,2006
2018,201800663600,1,68.386567727,1,2,2,2,2017
2018,201800663600,2,68.386567727,1,2,2,2,2001
2018,201800663610,1,159.34962839,2,3,1,2,1997
2018,201800663610,2,159.34962839,2,2,2,2,2007
2018,201800663620,1,27.534924164,1,2,2,2,2014
2018,201800663620,2,27.534924164,3,2,2,2,2004
2018,201800663620,3,27.534924164,1,2,2,2,2015
2018,201800663643,1,238.97825391,1,2,2,2,2011
2018,201800663643,2,238.97825391,3,4,2,2,2000
2018,201800663651,1,238.97825391,3,2,2,2,2010
2018,201800663651,2,238.97825391,2,4,2,2,2008
2018,201800663652,1,27.763795792,7,1,2,2,2004
2018,201800663652,2,27.763795792,1,4,2,2,2015
2018,201800663667,1,170.65463048,1,2,2,2,2011
2018,201800663667,2,170.65463048,1,4,2,2,2016
2018,201800663669,1,68.386567727,1,2,2,2,2017
2018,201800663669,2,68.386567727,1,4,2,2,2013
2018,201800663669,3,68.386567727,1,4,2,2,1994
2018,201800663669,4,68.386567727,1,4,2,2,2008
2018,201800663676,1,159.45162566,1,4,2,2,2005
2018,201800663681,1,30.234815932,3,2,2,2,2006
2018,201800663681,2,30.234815932,1,2,2,2,2012
2018,201800663681,3,30.234815932,3,2,2,2,2013
2018,201800663681,4,30.234815932,3,5,2,2,2014
2018,201800663681,5,30.234815932,2,2,2,2,2007
2018,201800663688,1,168.60175049,3,2,2,2,2017
2018,201800663688,2,168.60175049,3,2,2,2,2006
2018,201800663693,1,27.29736064,3,1,1,2,1998
2018,201800663694,1,67.781648576,1,2,2,2,2012
2018,201800663694,2,67.781648576,3,2,1,2,2016
2018,201800663697,1,235.19710592,3,5,2,2,2006
2018,201800663697,2,235.19710592,1,2,2,2,2006
2018,201800663705,1,132.15328947,1,2,2,2,2006
2018,201800663705,2,132.15328947,6,4,2,2,2002
2018,201800663712,1,67.781648576,2,3,2,2,2010
2018,201800663712,2,67.781648576,2,2,2,2,2015
2018,201800663726,1,159.45162566,1,2,2,2,2007
2018,201800663727,1,168.60175049,1,4,2,2,2016
2018,201800663727,2,168.60175049,1,2,2,2,2014
2018,201800663730,1,235.19710592,1,2,2,2,2010
2018,201800663730,2,235.19710592,3,2,2,2,2009
2018,201800663732,1,26.9051544,6,3,2,2,2013
2018,201800663732,2,26.9051544,2,2,1,2,2015
2018,201800663739,1,159.45162566,1,2,2,2,1998
2018,201800663739,2,159.45162566,1,2,2,2,2006
2018,201800663741,1,235.19710592,1,6,2,2,2009
2018,201800663748,1,235.19710592,1,5,2,2,2004
2018,201800663748,2,235.19710592,1,3,2,2,2003
2018,201800663751,1,168.60175049,3,4,2,2,2015
2018,201800663751,2,168.60175049,1,2,2,2,2010
2018,201800663768,1,168.60175049,1,2,2,2,2014
2018,201800663768,2,168.60175049,2,4,2,2,2002
2018,201800663776,1,26.9051544,1,2,2,2,2014
2018,201800663781,1,235.19710592,2,5,2,2,1994
2018,201800663781,2,235.19710592,1,2,2,2,2006
2018,201800663782,1,168.60175049,1,2,2,2,2014
2018,201800663783,1,27.29736064,2,2,2,2,2012
2018,201800663783,2,27.29736064,1,2,2,2,2009
2018,201800663789,1,168.60175049,1,2,2,1,2018
2018,201800663789,2,168.60175049,1,4,2,2,2004
2018,201800663790,1,36.670999231,1,2,2,2,2011
2018,201800663814,1,30.234815932,1,2,2,2,2009
2018,201800663817,1,168.60175049,1,2,2,2,2014
2018,201800663817,2,168.60175049,1,4,2,2,2005
2018,201800663823,1,235.19710592,1,2,2,2,2008
2018,201800663823,2,235.19710592,1,2,2,2,2005
2018,201800663829,1,183.73197692,8,5,2,2,2009
2018,201800663829,2,183.73197692,1,2,2,2,2012
2018,201800663832,1,132.15328947,6,4,2,2,1998
2018,201800663836,1,235.19710592,2,2,2,2,2004
2018,201800663836,2,235.19710592,3,4,2,2,2003
2018,201800663845,1,168.60175049,3,2,2,2,2015
2018,201800663845,2,168.60175049,2,4,2,2,2004
2018,201800663855,1,168.60175049,4,2,2,2,2006
2018,201800663855,2,168.60175049,3,4,2,2,2017
2018,201800663872,1,257.70432564,2,3,2,1,2011
2018,201800663880,1,181.92256152,1,2,2,1,2002
2018,201800663880,2,181.92256152,1,4,2,2,2015
2018,201800663891,1,29.878196202,7,1,2,1,1994
2018,201800663905,1,72.545166999,2,2,2,1,1991
2018,201800663905,2,72.545166999,3,4,2,2,2000
2018,201800663905,3,72.545166999,1,4,2,2,2018
2018,201800663911,1,148.74287183,1,3,2,1,2001
2018,201800663911,2,148.74287183,6,5,2,2,2017
2018,201800663932,1,181.92256152,1,2,2,1,2016
2018,201800663932,2,181.92256152,3,4,2,2,2008
2018,201800663933,1,172.32592298,2,2,2,2,2000
2018,201800664024,1,29.862378551,1,2,2,2,2017
2018,201800664047,1,170.50296397,3,4,2,2,2017
2018,201800664067,1,158.9392246,2,3,2,2,2010
2018,201800664067,2,158.9392246,3,2,2,2,2017
2018,201800664090,1,170.50296397,1,2,2,2,2004
2018,201800664090,2,170.50296397,1,4,2,2,2015
2018,201800664106,1,27.539046063,2,2,2,1,2000
2018,201800664115,1,68.346129991,1,2,2,2,1976
2018,201800664115,2,68.346129991,1,4,2,2,2016
2018,201800664116,1,160.18553562,1,2,2,2,1995
2018,201800664116,2,160.18553562,1,5,2,2,2008
2018,201800664187,1,171.09035147,1,2,2,2,2003
2018,201800664187,2,171.09035147,1,4,2,2,2017
2018,201800664209,1,13.782262015,1,4,2,2,2015
2018,201800664267,1,30.533348976,1,3,2,2,2007
2018,201800664311,1,30.533348976,1,2,2,2,2006
2018,201800664327,1,171.74742403,1,2,2,2,2017
2018,201800664327,2,171.74742403,1,4,2,2,2017
2018,201800664367,1,133.45667116,6,2,2,2,2000
2018,201800664367,2,133.45667116,4,2,2,2,2012
2018,201800664466,1,160.87698705,3,2,2,2,2013
2018,201800664466,2,160.87698705,1,4,2,2,2003
2018,201800664506,1,69.04898264,1,2,2,2,2016
2018,201800664506,2,69.04898264,1,4,2,2,2015
2018,201800664585,1,133.45667116,6,3,2,2,1994
2018,201800664585,2,133.45667116,6,5,2,2,1999
2018,201800664715,1,133.45667116,6,4,2,2,2000
2018,201800664715,2,133.45667116,1,5,2,2,2014
2018,201800664725,1,26.654195536,1,2,2,2,2009
2018,201800664725,2,26.654195536,1,2,2,1,2010
2018,201800664734,1,28.454637364,2,2,2,2,2016
2018,201800664734,2,28.454637364,7,2,2,2,2010
2018,201800664767,1,27.145596408,3,2,2,2,2000
2018,201800664767,2,27.145596408,1,4,2,2,2006
2018,201800664767,3,27.145596408,3,4,2,2,2015
2018,201800664769,1,13.027699203,1,2,2,2,2018
2018,201800664769,2,13.027699203,1,2,2,2,2018
2018,201800664779,1,29.059066654,3,3,2,2,2012
2018,201800664779,2,29.059066654,7,2,2,2,2008
2018,201800664794,1,131.69951628,6,3,2,2,2011
2018,201800664794,2,131.69951628,1,5,2,2,2000
2018,201800664806,1,67.260786812,2,2,2,2,2011
2018,201800664806,2,67.260786812,1,2,2,2,2015
2018,201800664808,1,229.58937524,1,3,2,2,2005
2018,201800664822,1,68.140224518,1,2,2,2,2006
2018,201800664822,2,68.140224518,3,4,2,2,2015
2018,201800664824,1,161.55986428,1,2,2,2,1989
2018,201800664833,1,171.54669828,2,2,2,2,2016
2018,201800664833,2,171.54669828,1,5,2,2,2008
2018,201800664854,1,26.912971525,7,1,2,2,2012
2018,201800664857,1,27.968941776,3,2,2,2,2006
2018,201800664858,1,154.3885586,1,4,2,2,2013
2018,201800664858,2,154.3885586,2,2,2,2,1991
2018,201800664863,1,160.11086404,1,6,2,2,2017
2018,201800664864,1,228.30897338,2,2,2,2,2008
2018,201800664864,2,228.30897338,1,3,2,2,2007
2018,201800664865,1,30.863695532,3,2,2,2,2006
2018,201800664865,2,30.863695532,1,5,2,2,2015
2018,201800664868,1,64.465727204,1,2,2,2,2006
2018,201800664868,2,64.465727204,1,2,2,2,2014
2018,201800664872,1,27.968941776,1,2,2,2,2014
2018,201800664892,1,167.34207016,3,4,2,2,2014
2018,201800664892,2,167.34207016,3,2,2,2,2007
2018,201800664902,1,131.6817015,6,2,2,2,2007
2018,201800664912,1,159.54854961,4,2,2,2,2006
2018,201800664912,2,159.54854961,1,4,2,2,2004
2018,201800664940,1,37.793519535,2,2,2,2,2007
2018,201800664946,1,240.76970645,1,2,2,2,2006
2018,201800664954,1,26.811071455,1,2,2,2,2014
2018,201800664954,2,26.811071455,7,5,2,2,1991
2018,201800664969,1,28.132948494,2,2,1,1,2007
2018,201800664992,1,154.69724184,2,2,1,2,1996
2018,201800664999,1,130.57251267,6,2,2,2,2000
2018,201800664999,2,130.57251267,2,3,2,2,2012
2018,201800665000,1,240.76970645,2,2,2,2,2004
2018,201800665003,1,130.57251267,3,2,1,2,2004
2018,201800665003,2,130.57251267,6,5,2,2,2010
2018,201800665005,1,154.69724184,2,4,2,2,1996
2018,201800665009,1,240.76970645,1,2,2,2,2006
2018,201800665030,1,130.57251267,6,5,2,2,2012
2018,201800665030,2,130.57251267,1,2,2,2,2008
2018,201800665031,1,169.96213081,2,2,2,1,2016
2018,201800665039,1,169.96213081,2,2,2,2,2016
2018,201800665039,2,169.96213081,1,4,2,2,2017
2018,201800665051,1,170.9125413,3,2,2,2,2014
2018,201800665051,2,170.9125413,4,4,2,2,2008
2018,201800665106,1,29.856290986,2,2,2,2,2004
2018,201800665244,1,67.857868846,3,2,2,2,2017
2018,201800665244,2,67.857868846,2,3,2,2,2007
2018,201800665248,1,28.400341575,1,2,2,2,2002
2018,201800665248,2,28.400341575,7,4,2,2,2017
2018,201800665248,3,28.400341575,1,4,2,2,2011
2018,201800665288,1,67.857868846,1,2,2,2,2013
2018,201800665288,2,67.857868846,4,4,2,2,2015
2018,201800665303,1,28.400341575,7,2,2,2,2016
2018,201800665303,2,28.400341575,1,4,2,2,2014
2018,201800665307,1,170.9125413,1,2,2,2,2011
2018,201800665307,2,170.9125413,3,5,2,2,2014
2018,201800665400,1,161.74150749,3,2,2,2,2005
2018,201800665400,2,161.74150749,2,2,2,2,2012
2018,201800665401,1,170.9125413,2,2,2,2,2014
2018,201800665401,2,170.9125413,2,4,2,2,2006
2018,201800665401,3,170.9125413,1,4,2,2,2016
2018,201800665401,4,170.9125413,1,4,2,2,2007
2018,201800665401,5,170.9125413,3,4,2,2,2010
2018,201800665432,1,239.80618486,3,2,2,2,2003
2018,201800665432,2,239.80618486,1,4,2,2,2007
2018,201800665453,1,153.35538041,1,2,2,2,2007
2018,201800665453,2,153.35538041,1,5,2,2,2002
2018,201800665465,1,170.9125413,1,5,2,2,2006
2018,201800665465,2,170.9125413,2,2,2,2,2015
